LOCALIDADES,El Carmen,Nopala (Guadalupe Nopala),Loma de San Jos,Santiago Zacualuca,La Planada,Colonia Morelos,El Cid,Colonia Santo Toms,Prados San Francisco,Colonia Lzaro Crdenas del Ro,San Miguel,Benito Jurez,San Pedro Tepetitln,Colonia la Asuncin,Unidad San Miguel Jageyes,El Dorado Huehuetoca,San Juan Teacalco,Santo Domingo Aztacameca,Prados de San Juan,Oxtotipac,Fraccionamiento Santa Cruz Tecmac,Lomas de Tenopalco,Barrio Tlatenco,Ocopulco,Axapusco,Santa Mara Huecatitla,Colonia Lzaro Crdenas (Los Hornos),San Francisco Mazapa,Caada de Cisneros,Santa Mara Cuevas (Cuevas),Cuautlacingo,Puerto Mag,San Francisco Tenopalco,Nopaltepec,Ixtlahuaca de Cuauhtmoc,Colonia el Salado,Santa Mara,Colonia Santa Luca,Villa URBI del Rey,Santa Luca,Colonia 2 de Septiembre,San Miguel Jaltocan,Santiago Chimalpa (Chimalpa),General Felipe ngeles (Los ngeles),La Providencia,San Bartolom Actopan,Loma Larga,San Buenaventura,Hueypoxtla,Transfiguracin,Villas de la Laguna,Axotln,San Marcos Nepantla,Tepojaco,San Pedro Xalpa,San Miguel Jageyes,Santa Mara de Guadalupe,San Jos de la Loma,San Miguel Hila,Santiago Tolman,Loma Alta,Santa Isabel Ixtapan,San Pedro Huaquilpan,San Miguel Xometla,Atlatongo,Zapotln de Jurez,San Francisco Mag,Nueva Santa Rosa,Ex-Hacienda Santa Ins,San Bartolo,Santa Catarina,Huitzila,Arbolada los Sauces,San Jos el Vidrio,Tezontepec,San Mateo Ixtacalco,Santa Mara Magdalena Cahuacn,San Pablo Tecalco,San Sebastin Xolalpa,San Lorenzo Tlalmimilolpan,Acolman de Nezahualcyotl,San Luis Tecuahutitln,Concepcin Jolalpan,Santa Ana Tlachihualpa,Quinto Barrio (Ejido Cahuacn),Granjas Ampliacin Santa Rosa,San Sebastin,Salitrillo,Temascalapa,San Bartolo,Tlapanaloya,Tequisistln,San Cristbal Nexquipayac,Santa Cruz del Monte,Santa Mara Tonanitla,Tolcayuca,Fraccionamiento Paseos de Tultepec II,Ejido de Coyotepec,San Francisco Zacacalco,San Bartolo,Jilotzingo,Villa del Carbn,San Mateo Xoloc,Ex-Hacienda de Jalpa,Galaxia Cuautitln,Santa Mara Ajoloapan,Ejido de Tequisistln Primero,Santiago Cuautlalpan,Paseos de San Juan,Otumba de Gmez Faras,Fraccionamiento la Trinidad,Puerto Escondido (Tepeolulco Puerto Escondido),San Bartolo Cuautlalpan,Jaltenco,Progreso Industrial,Huehuetoca,San Martn de las Pirmides,Veintids de Febrero,Haciendas de Tizayuca,Santa Ana Nextlalpan,Fraccionamiento Social Progresivo Santo Toms Chiconautla,Alborada Jaltenco,Tecmac de Felipe Villanueva,Ampliacin San Mateo (Colonia Solidaridad),Tezoyuca,San Salvador Atenco,Huilango,Santiago Teyahualco,Don Antonio,Santa Mara Ajoloapan,San Juan Zitlaltepec,Chiconcuac de Jurez,Los Reyes Acozac,Tequixquiac,Teotihuacn de Arista,Tultitln de Mariano Escobedo,San Martn Azcatepec,Coyotepec,Colonia Santa Teresa,Tepotzotln,Melchor Ocampo,Tizayuca,Zumpango de Ocampo,Teoloyucan,Tultepec,Fuentes del Valle,Tepexpan,Cuautitln,San Pablo de las Salinas,Buenavista,Ojo de Agua,San Francisco Coacalco,Villa Nicols Romero,Azcapotzalco,Cuautitln Izcalli,Ciudad Lpez Mateos,Tlalnepantla,Naucalpan de Jurez,Gustavo A. Madero,Ecatepec de Morelos, 
Ejido de Coyotepec,39.263,36.105,41.271,60.067,4.977,41.89,41.005,8.355,28.728,14.325,20.622,66.705,58.971,33.492,13.227,16.906,71.677,81.73,49.661,72.564,59.239,30.753,6.984,58.598,77.985,13.98,21.597,67.906,26.481,21.019,73.258,30.136,28.535,85.005,48.933,51.101,10.155,31.283,9.694,37.933,25.425,32.167,56.673,42.255,10.959,45.8,39.514,19.096,26.463,52.058,19.333,13.172,62.362,35.935,10.23,11.124,13.714,9.827,37.004,73.966,45.308,53.977,55.909,60.219,61.283,52.761,27.851,52.504,32.44,60.12,57.327,36.59,23.982,35.381,64.659,13.991,40.121,54.046,67.455,65.755,57.519,66.057,63.907,64.367,41.533,51.41,32.776,12.024,40.451,14.341,30.003,52.727,57.855,1.61,35.666,51.711,25.937,0,38.322,10.064,26.7,50.107,13.978,9.579,15.468,34.917,53.904,18.27,30.419,80.469,19.11,49.337,27.98,29.573,40.208,8.057,71.76,39.413,39.094,30.89,54.742,38.421,60.437,28.151,64.619,61.801,15.631,26.669,45.194,36.242,11.591,62.696,33.639,20.32,69.275,22.853,61.69,1.898,20,9.695,19.113,31.323,17.883,8.353,29.213,25.305,52.629,17.992,31.134,24.341,53.51,29.864,34.339,37.744,17.061,32.727,31.681,38.998,37.603,48.798, 
San Francisco Zacacalco,6.14,4.642,93.449,31.194,33.955,94.068,10.246,32.638,57.908,24.074,25.757,35.946,57.603,44.166,53.218,38.671,25.015,50.119,48.463,67.79,30.366,58.197,39.806,57.401,53.317,39.516,66.693,62.407,95.957,17.516,58.504,99.612,38.837,47.782,18.174,49.088,35.625,22.97,50.254,24.46,58.459,33.387,55.475,11.496,34.668,23.841,91.692,59.013,11.905,104.236,27.613,82.648,39.473,13.976,33.285,51.562,24.684,28.862,89.182,55.79,85.225,52.779,25.15,58.851,36.819,22.002,97.327,51.307,35.152,38.449,55.959,18.079,21.496,98.921,33.9,40.816,100.055,36.559,62.681,44.188,56.151,30.179,62.709,28.49,101.467,50.213,26.049,35.776,18.492,37.88,16.328,51.529,56.658,39.856,42.645,8.594,63.382,38.322,0,39.331,12.016,95.1,80.684,37.01,46.782,10.709,49.835,80.934,22.874,57.427,26.748,53.649,17.229,33.031,90.782,40.282,59.302,89.987,8.024,31.415,36.48,48.05,30.857,55.48,58.315,57.731,77.171,53.475,9.79,24.209,32.357,58.626,22.685,23.859,42.827,56.122,32.11,42.185,45.12,77.418,43.505,13.557,26.488,42.812,56.317,52.275,48.559,62.822,51.991,60.208,36.484,48.252,84.913,68.008,73.138,74.731,63.306,75.589,58.817,45.792, 
San Bartolo,33.858,31.487,53.612,39.973,8.778,54.231,35.6,9.895,24.846,9.707,11.445,61.3,59.283,29.61,11.595,9.659,41.569,52.208,49.973,72.876,39.145,26.574,13.421,58.91,78.297,14.35,33.938,68.218,38.822,16.401,73.57,42.477,24.653,73.136,43.528,51.413,2.908,25.878,8.114,32.528,26.075,23.693,56.985,36.85,14.41,40.395,51.855,17.375,21.845,64.399,13.928,25.513,45.113,30.53,1.489,9.544,9.096,4.843,49.345,74.278,43.587,54.289,50.504,60.531,45.598,47.356,40.192,52.816,28.558,60.432,57.639,31.185,18.577,47.722,59.254,18.373,52.462,42.199,67.767,66.067,57.831,40.602,64.219,38.913,53.874,51.722,18.11,3.553,35.046,14.486,17.465,53.039,58.167,11.598,27.192,46.306,39.146,10.064,39.331,0,22.083,48.107,26.445,2.565,19.313,30.3,48.995,30.737,25.802,75.56,14.493,51.746,23.363,19.582,52.675,2.506,66.851,51.88,34.477,20.88,49.833,32.826,36.268,40.618,59.71,56.892,28.098,36.56,40.577,31.625,6.974,57.787,29.022,10.868,64.366,35.32,38.888,8.536,14.847,22.162,24.876,26.706,14.86,10.676,28.374,37.772,47.72,30.459,32.825,36.808,48.601,42.331,46.806,50.211,29.528,45.194,44.148,51.465,50.07,43.889, 
Jilotzingo,19.496,12.437,67.983,29.34,22.333,68.602,21.238,21.016,27.408,12.452,14.135,46.938,55.065,29.882,41.596,30.755,27.207,37.846,37.829,51.117,28.512,29.136,28.184,54.863,71.121,27.894,41.227,43.28,49.629,5.894,76.308,53.284,27.215,65.586,29.166,50.183,24.003,15.245,38.632,21.895,28.637,25.662,52.937,22.488,23.046,26.033,66.226,47.391,7.715,78.77,7.666,36.32,34.48,16.168,21.663,39.94,13.062,17.24,63.716,73.594,73.603,50.241,36.142,40.51,34.965,32.994,50.999,48.769,27.427,36.595,39.444,16.018,11.667,73.455,44.892,29.194,74.589,31.566,46.008,38.492,38.275,29.969,60.171,28.28,76.001,47.675,18.324,24.154,20.684,26.258,11.254,48.991,54.12,28.234,29.161,19.469,37.916,26.7,12.016,22.083,0,77.852,36.509,19.762,29.534,16.17,52.476,40.801,15.17,75.063,6.16,56.29,9.525,22.391,67.313,23.034,40.724,66.518,20.115,23.358,32.625,34.207,25.635,45.887,60.956,60.372,53.701,37.941,20.48,20.992,15.109,61.267,18.389,18.559,36.905,41.265,28.255,24.15,40.045,33.243,26.257,12.344,16.733,25.564,29.755,43.718,51.2,31.39,34.206,47.707,32.629,50.893,61.444,70.649,49.668,59.832,59.836,67.153,61.458,48.433, 
Villa del Carbn,89.627,96.714,29.579,96.095,53.329,27.64,91.369,65.924,64.757,56.328,71.773,131.677,94.999,69.521,46.437,54.878,107.705,117.758,85.689,108.592,95.267,66.485,59.625,94.626,114.013,61.147,57.753,103.934,23.589,72.17,109.286,22.452,64.564,121.033,119.587,87.129,48.127,75.174,43.223,95.467,65.986,68.196,92.701,114.456,60.395,116.028,28.094,29.543,77.614,41.746,69.697,38.028,98.39,106.163,49.339,38.796,67.45,51.464,33.852,109.994,9.256,90.005,120.882,96.247,97.311,117.734,25.366,88.532,68.469,96.148,93.355,86.954,74.346,23.455,129.631,61.158,19.879,90.074,103.483,101.783,93.547,102.085,99.935,100.395,23.143,87.438,68.805,44.868,110.679,61.508,73.722,88.755,93.883,50.79,71.695,116.683,62.093,50.107,95.1,48.107,77.852,0,37.092,45.321,58.673,82.471,83.205,33.583,70.093,109.77,66.664,85.956,75.534,58.561,26.777,43.168,101.061,30.949,86.648,59.878,84.043,67.409,89.738,57.709,93.92,91.102,37.416,58.893,107.892,95.498,49.73,91.997,73.205,72.598,98.576,55.077,90.991,47.781,48.972,52.9,59.459,78.877,61.745,58.766,62.957,57.529,81.93,61.198,67.408,53.899,82.811,62.088,32.225,61.119,42.844,42.408,58.606,57.119,55.496,78.099, 
San Mateo Xoloc,75.211,45.913,12.532,59.215,17.896,15.075,78.667,14.947,22.617,23.409,30.43,102.026,58.119,27.381,24.526,33.216,70.825,80.878,48.809,71.712,58.387,19.237,9.802,57.746,77.133,11.324,19.109,67.054,13.078,30.827,72.406,16.733,17.514,84.153,80.724,50.249,26.465,33.034,21.562,58.587,18.685,26.056,55.821,77.576,14.537,79.148,16.365,30.321,36.271,29.94,28.354,3.099,61.51,69.283,27.677,22.87,22.798,18.911,17.907,73.114,33.219,53.125,91.23,59.367,60.431,88.082,14.448,51.652,26.329,59.268,56.475,45.611,33.003,21.978,99.98,11.492,26.718,53.194,66.603,64.903,56.667,65.205,63.055,63.515,28.13,50.558,26.665,23.206,73.799,11.685,52.06,51.875,57.003,15.512,48.378,87.032,23.449,13.978,80.684,26.445,36.509,37.092,0,22.183,11.989,45.171,50.341,5.06,32.545,76.906,29.364,45.774,38.234,21.013,17.66,20.661,68.197,17.599,79.191,22.33,51.179,30.114,56.874,24.588,61.056,58.238,3.874,23.106,75.028,62.634,21.126,59.133,35.657,35.298,65.712,19.29,58.127,14.502,30.881,4.359,16.547,41.577,24.445,12.411,25.65,21.742,49.066,14.425,27.571,20.778,49.947,26.301,14.308,34.181,8.716,29.164,28.118,35.435,34.04,45.235, 
Ex-Hacienda de Jalpa,31.537,29.166,49.648,37.652,6.225,50.267,33.279,7.831,22.525,7.386,13.683,58.979,53.17,27.289,12.678,11.237,39.248,49.887,43.86,66.763,36.824,24.253,11.357,52.797,72.184,12.286,36.344,62.105,34.858,14.08,67.457,38.513,22.332,70.815,41.207,45.3,4.485,23.557,9.197,30.207,23.754,21.372,50.872,34.529,12.346,38.074,47.891,18.458,19.524,60.435,11.607,21.549,42.792,28.209,1.42,10.627,6.775,2.522,45.381,68.165,44.67,48.176,48.183,54.418,43.277,45.035,36.228,46.703,26.237,44.907,51.526,28.864,16.256,43.758,56.933,16.309,48.498,39.878,61.654,59.954,51.718,38.281,58.106,36.592,49.91,45.609,15.789,4.636,32.725,12.422,23.064,46.926,52.054,11.113,24.871,43.985,33.033,9.579,37.01,2.565,19.762,45.321,22.183,0,17.281,27.979,46.674,26.848,23.481,73.239,12.172,49.425,21.042,17.261,48.787,3.516,64.53,47.992,32.156,18.559,47.512,30.505,33.947,42.185,57.389,54.571,24.209,34.239,38.256,29.304,4.653,55.466,26.701,18.106,62.045,37.563,36.567,8.038,16.428,18.273,22.555,24.385,12.539,8.644,26.053,40.016,45.399,26.57,30.504,32.92,46.28,43.22,42.918,46.322,25.639,41.306,40.259,47.576,54.593,41.568, 
Galaxia Cuautitln,41.309,38.938,23.705,45.28,12.447,24.324,43.051,12.165,15.642,20.426,23.455,88.091,44.184,13.552,26.016,34.706,56.89,66.943,34.874,57.777,44.452,7.981,9.457,43.811,63.198,6.155,10.242,53.119,24.664,23.852,58.471,28.319,7.831,70.218,66.789,36.314,27.955,26.059,23.052,44.652,7.147,15.726,41.886,63.641,11.28,65.213,32.981,31.81,29.296,45.525,21.379,11.355,47.575,55.348,18.893,24.36,19.132,23.31,30.471,59.179,58.022,39.19,77.295,45.432,46.496,74.147,26.034,37.717,12.501,45.333,42.54,38.636,26.028,33.564,86.045,2.096,41.344,39.259,52.668,50.968,42.732,51.27,49.12,49.58,42.756,36.623,19.69,24.696,59.864,6.093,32.836,37.94,43.068,17.002,14.991,73.097,6.639,15.468,46.782,19.313,29.534,58.673,11.989,17.281,0,37.753,36.693,15.727,25.127,63.258,21.946,39.444,30.816,13.595,33.25,18.496,54.549,32.455,41.93,14.912,37.531,15.222,43.226,12.847,47.408,44.59,11.964,9.077,61.38,48.986,19.999,45.485,28.239,27.88,52.064,7.926,44.479,15.563,31.942,9.102,5.126,34.159,17.027,9,5.817,12.042,35.418,4.531,9.91,13.775,36.299,16.602,27.381,30.788,10.006,25.769,24.725,32.042,30.647,31.587, 
Santa Mara Ajoloapan,16.849,6.398,76.2,53.596,30.55,76.819,33.017,29.233,35.625,20.669,22.352,45.501,82.521,40.389,49.813,26.974,47.417,56.735,70.865,74.406,52.768,37.353,36.401,79.803,59.933,36.111,49.444,69.023,57.846,14.111,65.12,61.501,35.432,54.398,33.411,71.49,32.22,31.103,46.849,47.987,36.854,34.471,77.877,28.577,31.263,46.243,74.443,55.608,8.818,86.987,18.681,44.537,61.876,36.378,29.88,48.157,21.279,25.457,71.933,62.406,81.82,75.181,34.706,77.51,59.221,31.558,59.216,73.709,39.337,60.851,80.877,39.32,28.175,81.672,43.455,37.411,82.806,58.962,69.297,73.988,81.069,52.582,84.333,50.893,84.218,72.615,32.633,32.371,40.894,34.475,8.35,73.931,79.06,36.451,37.97,30.507,46.133,34.917,10.709,30.3,16.17,82.471,45.171,27.979,37.753,0,60.52,49.016,31.026,69.742,24.089,64.334,25.381,29.178,75.528,31.249,71.617,74.733,18.709,30.476,47.165,42.422,41.542,54.102,89.245,68.416,61.916,46.156,20.475,28.791,23.324,69.311,27.267,20.451,78.407,49.48,42.795,32.365,33.397,41.458,34.472,18.79,24.456,33.779,37.97,51.933,59.244,39.605,42.421,55.922,47.169,58.937,69.659,78.693,57.883,68.047,68.051,75.368,69.502,56.477, 
Ejido de Tequisistln Primero,44.362,54.477,60.508,17.063,39.144,61.127,47.818,38.003,24.966,41.268,44.297,48.842,11.214,24.348,50.547,59.237,44.529,33.974,9.174,24.808,19.27,25.255,37.612,10.04,30.229,37.322,33.752,20.15,63.016,44.694,25.502,66.671,26.737,37.249,49.875,5.238,52.486,34.968,47.583,27.738,25.517,26.521,8.115,46.727,32.474,48.299,58.751,56.342,50.138,71.295,42.221,49.707,11.715,38.434,48.575,48.891,39.974,44.152,56.241,26.21,82.554,3.221,60.381,12.462,13.526,57.233,64.386,1.39,23.296,12.363,7.061,36.62,44.775,65.98,48.268,38.622,67.114,11.852,19.699,17.999,9.762,28.51,15.349,32.666,68.526,3.071,33.387,49.227,42.95,35.686,53.678,2.287,4.915,54.9,21.072,56.183,30.441,53.904,49.835,48.995,52.476,83.205,50.341,46.674,36.693,60.52,0,50.521,36.194,28.846,42.615,23.716,37.86,34.971,60.369,50.365,20.137,59.574,45.835,28.679,11.998,17.637,23.518,25.067,9.782,9.199,46.758,23.062,41.672,29.278,40.668,10.094,31.242,48.549,17.652,25.709,17.224,51.819,57.059,47.005,35.869,40.376,37.696,35.176,25.904,21.862,2.823,32.409,21.578,29.795,12.124,17.839,54.5,38.074,42.725,52.888,33.372,45.655,28.883,15.859, 
Santiago Cuautlalpan,75.461,50.205,7.51,59.465,22.188,9.42,78.917,19.239,26.909,27.701,34.722,102.276,58.369,33.163,28.818,37.508,71.075,81.128,49.059,71.962,58.637,23.2,14.094,57.996,77.383,15.616,19.359,67.304,9.569,35.119,72.656,13.225,21.806,84.403,80.974,50.499,30.757,37.326,25.854,58.837,22.876,30.348,56.071,77.826,18.829,79.398,11.266,34.613,40.563,26.634,32.646,6.252,61.76,69.533,31.969,27.162,27.09,23.203,14.601,73.364,29.71,53.375,91.48,59.617,60.681,88.332,10.939,51.902,32.111,59.518,56.725,49.903,37.295,18.469,100.23,15.784,23.21,53.444,66.853,65.153,56.917,65.455,63.305,63.765,24.622,50.808,30.957,27.498,74.049,15.977,56.352,52.125,57.253,19.804,48.628,87.282,19.676,18.27,80.934,30.737,40.801,33.583,5.06,26.848,15.727,49.016,50.521,0,37.202,78.051,34.021,50.431,42.891,25.67,10.781,25.318,69.342,14.293,80.336,26.987,52.324,31.259,58.019,29.245,62.201,59.383,4.416,24.251,76.173,63.779,25.783,60.278,40.314,39.955,66.857,20.435,59.272,19.159,35.538,9.016,21.361,46.234,29.102,17.068,20.917,22.887,50.211,15.475,28.716,25.435,51.092,27.446,11.002,38.838,9.933,21.892,32.775,40.092,38.697,46.38, 
Paseos de San Juan,17.401,22.835,64.281,18.147,26.052,64.9,19.143,24.735,19.299,18.075,21.104,44.843,43.871,17.286,37.435,34.474,24.396,35.034,26.636,39.924,17.319,19.916,23.775,43.669,62.214,23.485,37.525,32.087,45.22,21.501,37.236,48.875,21.398,56.679,27.071,35.356,27.722,2.649,34.471,9.328,20.178,13.066,41.743,20.393,18.637,29.1,62.524,43.23,22.573,75.068,14.011,31.911,23.286,19.235,25.382,35.779,16.782,20.959,60.014,34.773,69.442,39.047,34.047,29.317,23.772,30.899,46.59,37.575,14.831,25.402,28.25,13.463,7.468,69.753,42.797,24.785,70.887,20.372,34.815,27.299,27.082,18.776,48.977,17.087,72.299,36.481,5.728,27.873,23.751,21.849,26.112,37.797,42.926,31.953,16.565,29.849,24.914,30.419,22.874,25.802,15.17,70.093,32.545,23.481,25.127,31.026,36.194,37.202,0,38.737,12.917,40.165,5.339,12.644,64.114,26.451,29.47,63.319,17.665,11.028,21.37,21.66,14.381,42.688,44.831,44.247,50.502,24.083,22.553,9.738,18.526,45.142,5.706,25.225,25.651,38.066,17,28.354,39.363,29.692,22.706,9.894,8.555,22.013,21.576,38.791,35.075,27.839,21.659,44.508,21.374,34.768,58.245,54.524,46.469,56.633,49.822,62.105,45.333,32.308, 
Otumba de Gmez Faras,51.954,69.993,87.073,23.693,65.709,87.692,52.99,64.568,51.532,67.833,70.862,25.111,25.378,50.914,77.112,85.802,20.798,10.243,33.112,8.548,25.9,51.821,64.177,34.496,3.874,63.887,60.317,12.062,89.581,73.004,3.718,93.236,53.303,12.967,29.544,34.16,79.051,37.354,74.148,32.77,52.083,53.087,32.571,48.55,59.039,25.261,85.316,82.907,67.711,97.86,68.786,76.272,28.769,33.3,75.14,75.456,66.539,70.717,82.806,7.086,109.119,29.875,54.679,20.55,20.31,51.531,90.951,31.05,49.862,26.527,23.734,35.069,64.92,92.545,24.537,65.187,93.679,31.819,12.337,17.028,23.926,20.328,19.265,23.539,95.091,32.51,59.953,75.792,27.634,62.251,71.816,28.625,33.754,81.465,46.903,50.48,57.006,80.469,57.427,75.56,75.063,109.77,76.906,73.239,63.258,69.742,28.846,78.051,38.737,0,68.814,48.125,59.295,61.324,86.722,76.718,9.809,85.927,51.952,55.032,44.005,43.99,49.7,51.42,27.493,35.415,73.111,49.415,51.855,29.167,67.021,36.31,33.753,78.13,14.641,52.062,34.775,78.172,83.412,73.358,62.222,55.622,68.554,61.529,52.257,48.215,31.485,58.762,47.931,56.148,42.773,44.192,80.853,62.484,69.078,69.207,57.782,70.065,53.293,40.268, 
Fraccionamiento la Trinidad,21.275,25.278,60.393,27.39,14.743,61.012,23.017,13.426,19.818,6.766,9.795,48.717,50.463,19.879,34.006,23.165,28.986,39.625,41.153,64.056,26.562,21.546,20.594,50.09,66.088,20.304,33.637,41.33,42.039,10.192,64.75,45.694,19.625,60.553,30.945,42.593,16.413,13.295,31.042,19.945,21.047,15.659,48.165,24.267,15.456,27.812,58.636,39.801,15.636,71.18,1.915,28.73,32.53,17.947,14.073,32.35,5.473,9.65,56.126,44.016,66.013,45.469,37.921,51.711,33.015,34.773,43.409,43.996,17.424,34.645,48.819,18.602,5.994,65.865,46.671,21.604,66.999,29.616,58.947,36.542,36.325,28.019,55.399,26.33,68.411,42.902,10.451,16.564,22.463,18.668,19.176,44.219,49.347,20.644,19.158,33.723,30.326,19.11,26.748,14.493,6.16,66.664,29.364,12.172,21.946,24.089,42.615,34.021,12.917,68.814,0,45.618,10.861,10.307,59.804,15.525,38.855,59.009,21.975,11.605,30.756,26.698,23.766,38.378,53.582,50.764,46.192,30.432,28.075,19.123,7.6,51.659,16.52,14.299,35.036,33.756,26.386,17.428,28.437,25.734,18.748,14.204,5.106,18.055,22.246,36.209,41.592,23.881,26.697,40.198,30.76,39.413,53.935,59.977,42.159,52.323,52.327,59.644,50.786,37.761, 
Puerto Escondido (Tepeolulco Puerto Escondido),48.176,58.291,44.844,32.18,41.895,45.463,51.632,40.754,27.717,44.019,47.048,74.991,29.62,27.099,53.298,61.988,43.79,52.379,22.254,43.213,31.352,28.006,40.363,31.617,48.634,40.073,36.503,38.555,58.449,47.445,43.907,62.104,29.488,55.654,53.689,19.24,55.237,38.782,50.334,31.552,28.268,29.272,29.692,50.541,35.225,52.113,43.087,59.093,52.889,55.631,44.972,45.14,33.011,42.248,51.326,51.642,42.725,46.903,40.577,44.615,85.305,26.996,64.195,30.868,31.932,61.047,59.819,28.171,26.047,30.769,27.976,40.434,48.589,50.316,72.945,41.373,51.45,31.992,38.104,36.404,28.168,38.17,36.926,36.48,52.862,24.003,36.138,51.978,46.764,38.437,56.429,25.746,30.875,50.871,24.886,59.997,33.192,49.337,53.649,51.746,56.29,85.956,45.774,49.425,39.444,64.334,23.716,50.431,40.165,48.125,45.618,0,46.726,42.608,43.316,58.002,43.728,42.521,54.701,36.315,26.689,26.695,32.384,15.744,36.587,36.101,54.395,38.635,50.538,38.144,48.305,36.996,40.108,56.186,41.243,41.959,33.637,59.456,64.696,54.642,43.506,49.242,45.333,42.813,33.54,24.86,26.023,40.046,24.576,16.667,25.457,20.837,37.447,21.656,50.362,28.379,16.954,29.237,12.465,9.946, 
San Bartolo Cuautlalpan,11.756,17.19,69.263,19.812,23.613,69.882,13.498,22.296,22.367,15.636,18.665,39.198,45.537,20.354,42.876,32.035,19.467,30.106,28.301,41.589,18.984,22.984,29.464,45.335,56.569,29.174,42.507,33.752,50.909,15.107,61.756,54.564,28.495,51.034,21.426,37.022,25.283,5.717,39.912,12.367,23.246,16.134,43.409,14.748,24.326,18.293,67.506,48.671,16.928,80.05,11.572,37.6,24.952,8.428,22.943,41.22,14.343,18.52,64.996,36.438,74.883,40.713,28.402,30.982,25.437,25.254,52.279,39.241,17.899,27.067,29.916,6.781,5.029,74.735,37.152,30.474,75.869,22.038,36.48,28.964,28.747,20.441,50.643,18.752,77.281,38.147,8.796,25.434,12.944,27.538,20.467,39.463,44.592,29.514,19.633,24.204,39.196,27.98,17.229,23.363,9.525,75.534,38.234,21.042,30.816,25.381,37.86,42.891,5.339,59.295,10.861,46.726,0,15.799,68.593,24.314,31.196,67.798,12.323,14.183,23.097,24.815,16.107,47.167,51.428,50.844,54.981,39.221,12.688,11.464,16.389,51.739,8.861,23.088,27.377,42.545,18.727,26.217,37.226,34.523,27.537,4.552,10.52,26.844,24.731,45.388,41.672,32.67,24.814,48.987,23.101,41.365,62.724,61.121,50.948,61.112,56.419,68.702,51.93,38.905, 
Jaltenco,27.558,30.367,52.749,28.219,13.775,53.368,29.3,12.634,7.637,11.855,14.884,55,42.819,11.644,25.903,34.593,34.468,65.578,33.509,56.412,27.391,7.871,12.243,42.446,61.833,11.953,25.993,51.754,33.688,15.281,57.106,37.343,7.534,68.853,37.228,34.949,27.842,12.72,22.939,19.399,8.664,7.424,40.521,30.55,7.105,39.258,50.992,31.698,20.725,63.536,11.018,20.379,25.826,29.393,19.162,24.247,10.561,14.739,48.482,57.814,57.91,37.825,44.204,44.067,45.131,41.056,35.058,36.352,9.189,43.968,41.175,23.621,11.703,58.221,52.954,13.253,59.355,22.912,51.303,49.603,41.367,28.848,47.755,27.159,60.767,35.258,6.351,24.583,33.909,10.317,24.265,36.575,41.703,30.256,10.923,40.006,22.682,29.573,33.031,19.582,22.391,58.561,21.013,17.261,13.595,29.178,34.971,25.67,12.644,61.324,10.307,42.608,15.799,0,51.72,25.917,52.639,50.925,27.176,2.404,17.536,12.974,23.57,30.294,45.498,42.68,38.108,22.348,32.064,18.927,11.284,43.575,14.894,19.164,50.154,25.672,26.189,15.144,32.612,17.298,10.312,19.405,6.077,9.619,12.89,28.125,33.508,15.445,12.973,32.114,16.633,31.329,45.851,51.893,34.075,44.239,44.243,51.56,42.702,29.677, 
Progreso Industrial,85.309,76.717,4.707,69.313,44.127,2.768,88.765,42.047,53.773,58.205,61.234,112.124,68.217,43.011,50.756,59.446,80.923,90.976,58.907,81.81,68.485,38.363,36.902,67.844,87.231,38.424,29.207,77.152,18.37,61.631,82.504,11.732,39.589,94.251,90.822,60.347,52.695,64.19,47.792,68.685,38.345,45.184,65.919,87.674,49.411,89.246,2.239,41.376,67.075,19.605,59.158,16.728,71.608,79.381,53.907,49.1,56.911,48.977,7.998,83.212,22.904,63.223,101.328,69.465,70.529,98.18,14.646,61.75,41.959,69.366,66.573,77.567,63.807,6.63,110.078,35.084,7.764,63.292,76.701,75.001,66.765,75.303,73.153,73.613,9.176,60.656,57.821,49.436,83.897,38.785,70.615,61.973,67.101,41.742,58.476,97.13,33.547,40.208,90.782,52.675,67.313,26.777,17.66,48.787,33.25,75.528,60.369,10.781,64.114,86.722,59.804,43.316,68.593,51.72,0,47.466,77.704,4.669,88.698,53.406,60.686,39.621,66.381,31.429,70.563,67.745,14.192,32.613,84.535,72.141,57.786,68.64,74.105,65.667,75.219,28.797,67.634,41.307,57.686,34.857,38.985,83.239,54.814,39.354,35.157,31.249,58.573,30.39,37.078,27.619,59.454,35.808,5.945,34.839,17.532,16.128,32.326,30.839,29.216,54.742, 
