LOCALIDADES,Huitzililla,San Juan Tejupa,Tlayecac,San Lucas Colucan,Matzaco,Metepec,Xochitln,Tecomatln,Oacalco,Santa Teresa,Fraccionamiento Lomas de Cocoyoc,Tlapanal,Tilapa,San Antonio Alpanocan,Atenango del Ro,San Nicols Tolentino,Chinameca,Mayanaln,San Gabriel las Palmas,Huaquechula,Cacaloxchitl,Tzicatln,Tetecalita,Ayutla (San Felipe Ayutla),Taxco el Viejo,Atotonilco,Tetelilla,Unidad Habitacional Rinconada Acolapa,Ixtlilco el Grande,Tochimilco,Atlacahualoya,Huatecalco,Cuentepec,Villa Santiago,Zacualpan de Amilpas,San Andrs Tlalamac,Amilcingo,Tequesquitengo,Jaloxtoc,San Juan Raboso,Moyotepec,Unidad Habitacional Jos Mara Morelos y Pavn,Huazulco,Jumiltepec,Pea Flores (Palo Verde),Ticumn,San Juan Amecac,Acuitlapn,Tlancualpican,La Galarza,Escape de Lagunillas,Atlacholoaya,San Jos Vista Hermosa,Crucero Tezoyuca,Santa Catarina,Telixtac,Tezoyuca,Higuern,Mazatepec,Jantetelco,Calmeca (San Juan Calmeca),Huehuetln el Chico,Tepeojuma,Tilzapotla,Ocuituco,Xochihuehuetln,Tetecala,Tlacotepec,Tulcingo de Valle,Amayuca,Acamixtla,Amacuzac,Calera Chica,Los Arcos,Tehuitzingo,Pedro Amaro,Tlatenchi,Chietla,Temoac,Totolapan,Tlamacazapa,Tepecoacuilco de Trujano,Tehuixtla,Hueyapan (San Andrs Hueyapan),Ciudad Ayala,Copalillo,Oaxtepec,Jolalpan,Ecatzingo de Hidalgo,Chiconcuac,Buenavista de Cullar,Miacatln,Independencia,Atlatlahucan,Tlayacapan,Tenextepango,Jonacatepec,Alpuyeca,Fraccionamiento Lomas de Ahuatln,Coatetelco,Cocoyoc,Tetela del Volcn,Ciudad de Chiautla de Tapia,Tlaltizapn,Unidad Habitacional Jos Mara Morelos y Pavn,San Nicols Galeana,Anenecuilco,Atencingo,Tepalcingo,San Pedro Apatlaco,Juan Morales,La Joya,Tepoztln,Progreso,Santa Rosa Treinta,Yecapixtla,Ciudad de Huitzuco,Axochiapan,Tres de Mayo,Tlaquiltenango,Jojutla,Xochitepec,Xoxocotla,Puente de Ixtla,Zacatepec de Hidalgo,Yautepec de Zaragoza,Izcar de Matamoros,Emiliano Zapata,Taxco de Alarcn,Temixco,Iguala de la Independencia,Cuautla,Jiutepec,Cuernavaca, 
Buenavista de Cullar,99.263,189.634,139.457,202.971,196.766,151.501,142.123,269.057,114.873,43.445,126.114,191.362,186.04,161.592,92.72,198.455,81.654,55.485,32.853,193.57,216.095,123.85,65.085,199.495,50.969,107.028,161.597,83.409,111.937,180.552,174.063,60.268,69.88,84.531,156.738,152.245,154.192,51.699,143.63,195.754,82.034,57.361,152.937,148.908,107.037,71.485,174.354,50.959,129.06,199.113,129.772,60.148,44.244,61.328,88.853,111.647,61.942,62.184,49.063,151.091,172.94,135.433,207.047,46.859,154.572,309.531,71.899,160.651,291.563,149.108,35.584,29.058,70.182,100.27,236.291,61.599,57.043,196.475,154.898,134.245,15.343,38.593,52.961,160.692,86.904,107.019,120.776,157.808,171.175,57.789,0,52.656,81.766,128.284,124.123,94.482,150.514,49.148,76.004,53.003,103.873,153.022,157.877,68.174,63.161,50.055,92.537,194.807,109.979,132.329,128.917,82.458,101.224,78.814,57.913,136.118,56.236,126.247,64.634,60.659,56.931,59.102,50.47,34.847,50.878,93.005,189.182,67.967,42.405,64.215,31.162,126.682,77,71.628, 
Miacatln,73.029,155.703,105.526,169.04,162.835,117.57,108.192,235.126,80.942,93.781,92.183,157.431,152.109,127.661,101.863,164.524,55.42,105.821,21.812,159.639,182.164,97.616,31.309,165.564,78.341,80.794,127.666,49.477,85.703,146.621,140.132,34.034,19.313,50.6,122.807,118.314,120.261,32.109,109.699,161.823,55.8,28.943,119.006,114.977,73.105,45.251,140.423,48.527,102.826,165.182,103.538,26.372,22.218,31.748,54.922,85.413,29.854,34.868,4.886,117.16,139.009,109.199,173.116,48.904,120.641,275.6,9.432,126.72,257.632,115.177,58.448,25.71,36.801,66.338,202.36,32.761,31.574,162.544,120.967,100.314,66.677,88.929,40.086,126.761,60.67,116.163,86.845,117.36,137.244,24.013,52.656,0,53.163,99.68,95.519,65.199,121.91,15.134,47.4,8.765,75.27,124.418,126.465,39.095,20.722,28.653,63.253,166.203,78.567,103.725,100.313,53.855,72.62,50.211,28.932,107.514,97.388,94.835,36.03,34.899,33.081,25.183,21.489,29.044,29.475,64.402,160.578,39.363,65.448,32.55,98.02,98.078,48.397,43.024, 
Independencia,51.32,93.847,43.67,107.184,100.979,55.675,46.297,173.27,19.843,122.891,30.522,95.575,90.253,65.766,119.803,102.668,52.737,134.931,54.651,97.783,120.308,90.594,21.257,103.708,108.53,62.885,65.81,2.095,77.896,84.726,78.276,39.092,46.054,22.956,60.951,56.419,58.405,56.764,47.843,99.967,32.247,51.205,57.15,53.082,24.629,27.677,78.567,78.717,95.428,103.326,92.092,23.182,44.48,16.985,27.278,76.298,16.603,57.13,50.923,55.304,77.153,101.802,111.26,66.845,58.785,213.744,55.409,64.864,195.776,53.321,88.637,55.802,9.148,17.862,140.504,55.023,62.108,100.688,59.111,40.501,95.787,118.039,58.027,64.866,39.316,134.103,25.184,112.086,75.349,18.769,81.766,53.163,0,36.362,32.2,43.009,57.061,36.534,24.958,46.06,23.716,58.801,115.961,36.344,32.71,49.225,37.432,101.354,68.474,35.695,35.464,2.301,27.591,4.749,42.962,41.897,116.306,83.879,21.729,44.606,64.995,27.228,42.061,50.428,48.236,12.847,95.729,11.97,95.9,22.391,112.2,30.261,10.204,20.582, 
Atlatlahucan,32.893,60.95,25.243,88.756,82.551,25.553,16.175,154.842,18.319,169.409,16.599,77.147,71.825,35.644,166.321,84.24,41.926,181.449,101.168,79.355,101.88,72.166,80.34,85.28,155.048,44.457,47.382,36.849,59.468,54.604,59.848,53.076,92.572,40.533,42.524,14.161,39.978,103.281,29.416,81.539,28.669,69.166,38.723,22.96,18.096,41.661,60.14,125.235,77,84.898,73.664,81.042,90.997,76.574,34.968,57.87,75.285,66.352,97.44,36.877,58.725,83.374,92.832,113.362,25.207,195.316,101.926,46.437,177.348,34.893,135.155,102.32,43.902,20.066,122.076,64.245,64.486,82.26,40.684,6.389,142.305,164.557,104.544,34.744,24.212,180.621,11.001,93.658,37.084,76.629,128.284,99.68,36.362,0,12.833,27.388,38.288,90.147,60.061,99.673,18.046,28.5,97.187,55.879,86.322,69.359,22.273,82.58,49.701,20.074,16.69,40.244,40.782,44.944,63.692,11.596,169.919,65.105,75.341,64.141,67.523,80.841,95.674,104.04,65.957,29.262,76.955,52.164,149.512,76.004,165.812,14.455,50.398,59.583, 
Tlayacapan,36.849,79.376,29.199,92.713,86.508,39.696,30.318,158.799,14.157,165.248,12.437,81.104,75.782,49.787,162.16,88.197,55.476,177.288,97.007,83.312,105.837,76.123,76.179,89.237,150.887,48.414,51.339,32.687,63.425,68.747,63.805,48.914,88.411,36.372,46.48,28.303,43.934,99.12,33.372,85.496,32.619,65.004,42.679,37.103,13.603,37.499,64.096,121.074,80.957,88.855,77.621,76.881,86.836,72.413,30.807,61.827,71.124,62.19,93.279,40.833,62.682,87.331,96.789,109.201,44.314,199.273,97.765,50.393,181.305,38.85,130.994,98.159,39.74,15.904,126.033,60.083,60.324,86.217,44.64,8.723,138.144,160.396,100.383,48.887,28.162,176.46,6.839,97.615,44.723,72.468,124.123,95.519,32.2,12.833,0,32.528,44.267,78.479,48.393,88.005,11.954,40.792,103.167,45.92,74.654,59.4,27.413,88.56,55.68,25.214,22.67,30.658,29.113,35.358,53.733,23.888,158.251,71.085,63.673,54.182,57.564,69.173,84.006,92.372,55.998,20.594,82.935,42.578,137.844,64.336,154.144,20.435,40.812,47.915, 
Tenextepango,14.402,67.742,16.38,81.078,74.873,41.233,31.855,147.164,30.365,135.607,31.179,69.469,64.147,51.091,114.736,76.562,19.348,147.647,55.758,71.677,94.202,54.116,40.644,77.602,121.246,26.204,39.704,43.496,42.203,70.128,52.17,28.931,68.654,51.893,34.845,41.977,32.3,48.457,11.584,73.861,6.09,45.021,31.044,38.64,19.055,28.574,52.462,91.433,59.326,77.22,60.038,42.431,46.209,46.264,46.328,41.913,46.749,42.207,62.959,29.199,51.047,65.699,85.154,61.496,40.151,187.638,67.445,38.758,169.67,27.215,101.353,68.518,50.549,26.713,114.398,40.1,40.341,74.582,33.005,33.217,108.503,130.755,52.678,51.016,6.684,129.036,25.841,73.86,60.907,48.395,94.482,65.199,43.009,27.388,32.528,0,30.466,50.174,69.352,55.067,27.337,40.943,79.512,26.237,55.276,39.717,9.023,74.759,31.615,7.524,13.773,41.842,50.073,46.541,34.05,26.799,112.153,47.882,63.521,34.499,37.881,51.217,41.503,52.429,36.315,30.859,69.133,53.762,99.56,64.183,116.136,15.226,51.996,68.874, 
Jonacatepec,15.476,44.502,14.206,57.838,51.633,29.281,42.755,123.924,41.236,191.639,42.918,46.229,40.907,28.764,116.213,53.322,31.505,203.679,123.398,48.437,70.962,32.626,64.329,54.362,177.278,5.703,8.627,57.548,20.713,46.888,18.576,52.616,114.802,62.764,12.518,52.877,8.144,74.27,18.787,50.621,35.816,70.834,8.717,33.764,32.407,62.36,29.222,147.465,37.836,53.98,32.392,66.116,69.894,98.804,57.199,16.529,97.515,67.105,119.67,5.064,27.807,44.209,61.914,87.31,27.841,164.398,124.156,16.431,146.43,4.735,157.385,124.55,64.601,40.765,91.158,64.998,66.155,51.342,10.678,44.117,164.535,186.787,78.492,28.689,31.359,108.37,37.58,52.37,44.639,98.859,150.514,121.91,57.061,38.288,44.267,30.466,0,105.461,75.375,114.987,33.36,27.688,58.026,49.907,101.636,63.387,30.649,51.461,11.413,27.253,25.068,55.597,56.096,60.297,57.72,31.32,135.823,23.837,90.655,58.169,61.551,96.155,65.173,119.354,59.985,44.615,45.835,67.517,164.826,91.318,181.126,26.254,65.751,74.897, 
Alpuyeca,61.457,142.125,91.948,155.462,149.257,103.992,94.614,221.548,67.364,90.273,78.605,143.853,138.531,114.083,86.837,150.946,43.848,102.313,18.304,146.061,168.586,86.044,17.732,151.986,74.994,69.222,114.088,35.899,74.131,133.043,126.554,22.462,19.889,37.022,109.229,104.736,106.683,23.798,96.121,148.245,44.228,17.371,105.428,101.399,59.527,33.679,126.845,45.181,91.254,151.604,91.966,12.795,10.646,18.171,41.344,73.841,16.277,23.296,14.575,103.582,125.431,97.627,159.538,33.878,107.063,262.022,19.061,113.142,244.054,101.599,55.101,22.202,23.223,52.76,188.782,21.189,20.002,148.966,107.389,86.736,63.169,85.421,25.06,113.183,49.098,101.137,73.267,105.788,123.666,10.436,49.148,15.134,36.534,90.147,78.479,50.174,105.461,0,32.378,10.466,60.248,109.396,111.443,24.073,16.103,13.631,48.231,151.181,63.545,88.703,85.291,38.833,57.598,35.189,13.91,92.492,82.366,79.813,21.008,19.877,18.059,10.282,6.467,16.472,14.453,49.38,145.556,24.341,62.102,17.649,78.259,83.056,33.375,28.002, 
Fraccionamiento Lomas de Ahuatln,69.512,112.039,61.862,125.376,119.171,73.906,64.528,191.462,37.278,117.129,48.519,113.767,108.445,83.997,114.04,120.86,62.012,129.169,48.888,115.975,138.5,108.786,28.06,121.9,102.768,81.077,84.002,24.323,96.088,102.957,96.468,40.679,40.291,11.87,79.143,74.65,76.597,51.001,66.035,118.159,65.283,45.442,75.342,71.313,46.277,50.999,96.759,72.955,113.62,121.518,110.284,28.762,38.717,24.294,16.191,94.49,23.005,51.367,45.16,73.496,95.345,119.994,129.452,61.082,76.977,231.936,49.646,83.056,213.968,71.513,82.875,50.04,18.776,42.324,158.696,49.26,56.345,118.88,77.303,56.65,90.025,112.277,52.264,83.097,60.826,128.34,43.181,130.278,93.58,24.349,76.004,47.4,24.958,60.061,48.393,69.352,75.375,32.378,0,39.795,44.111,77.345,133.737,42.799,26.445,42.96,58.851,119.13,86.25,56.652,53.24,26.999,25.547,23.354,36.697,60.441,110.042,101.655,15.464,44.981,58.73,20.963,35.796,44.163,41.971,37.545,113.505,24.142,89.635,16.126,105.935,51.005,21.54,4.551, 
Coatetelco,66.35,151.651,101.474,164.988,158.783,113.518,104.14,231.074,76.89,94.128,88.131,153.379,148.057,123.609,96.583,160.472,48.741,106.168,22.158,155.587,178.112,90.937,27.258,161.512,77.551,74.115,79.611,45.425,79.024,142.569,136.08,27.355,21.317,46.548,118.755,114.262,116.209,25.43,105.647,157.771,49.121,22.264,114.954,110.925,69.053,38.572,136.371,47.737,96.147,161.13,96.859,22.321,15.539,27.697,50.87,78.734,25.803,28.189,4.156,113.108,134.957,102.52,169.064,43.624,116.589,271.548,8.642,122.668,253.58,111.125,57.658,26.057,32.749,62.286,198.308,26.082,24.895,158.492,116.915,96.262,67.024,89.276,34.806,122.709,53.991,110.883,82.793,110.681,133.192,19.962,53.003,8.765,46.06,99.673,88.005,55.067,114.987,10.466,39.795,0,69.028,118.176,120.223,32.853,28.315,22.411,57.011,159.961,72.325,97.483,94.071,47.613,66.378,43.969,22.691,101.272,91.146,88.593,29.788,28.657,26.839,19.675,15.248,20.433,23.233,58.16,154.336,33.121,66.063,27.042,82.639,91.836,42.155,36.782, 
Cocoyoc,27.497,70.024,19.847,83.361,77.156,31.891,22.513,149.447,10.51,144.998,10.605,71.752,66.43,41.982,141.91,78.845,46.124,157.038,76.758,73.96,96.485,66.771,43.365,79.885,130.637,39.062,41.987,24.202,54.073,60.942,54.453,40.43,68.161,32.038,37.128,32.635,34.582,78.871,24.02,76.144,22.877,56.52,33.327,29.298,3.764,29.015,54.744,100.824,71.605,79.503,68.269,45.29,66.587,39.093,26.473,52.475,38.711,53.706,73.03,31.481,53.33,77.979,87.437,88.952,34.962,189.921,77.516,41.041,171.953,29.498,110.744,77.909,31.256,7.419,116.681,51.599,51.84,76.865,35.288,23.875,117.894,140.146,80.134,41.082,18.42,156.21,5.267,88.263,51.565,40.877,103.873,75.27,23.716,18.046,11.954,27.337,33.36,60.248,44.111,69.028,0,31.659,95.904,37.766,69.887,51.246,17.03,81.297,48.417,14.831,15.407,22.131,24.347,26.831,45.579,14.755,153.484,63.822,58.906,46.028,49.41,64.406,79.239,87.605,47.844,11.149,75.672,34.051,133.077,59.569,149.377,9.397,32.285,43.148, 
Tetela del Volcn,38.992,33.367,30.934,77.662,71.457,3.276,16.118,143.748,43.744,194.147,45.099,66.053,60.731,8.061,191.059,73.146,57.619,206.187,125.906,38.055,48.817,61.072,105.078,74.186,179.786,33.39,36.315,59.288,48.401,27.021,48.754,75.515,117.31,65.271,15.471,20.304,22.129,128.019,35.515,70.445,45.571,91.605,20.014,9.308,34.847,64.1,15.165,149.973,65.906,73.804,62.57,105.78,115.735,101.312,59.706,46.776,100.023,88.791,122.178,25.006,47.631,72.28,59.355,138.1,7.242,184.222,126.664,12.733,166.254,23.551,159.893,127.058,66.341,42.505,110.982,86.684,86.925,71.166,17.313,34.329,167.043,189.295,129.282,7.161,41.114,138.564,39.501,82.564,15.566,101.367,153.022,124.418,58.801,28.5,40.792,40.943,27.688,109.396,77.345,118.176,31.659,0,86.424,73.005,103.448,86.485,39.399,71.817,39.359,37.2,33.816,57.37,57.908,62.07,80.818,17.893,187.045,54.342,92.467,81.267,84.649,97.967,112.8,121.166,83.083,46.388,66.191,69.29,166.638,93.13,182.938,29.319,67.524,76.709, 
Ciudad de Chiautla de Tapia,65.587,87.612,73.106,37.65,50.689,87.759,101.654,75.492,100.136,152.119,101.818,66.296,50.236,87.242,81.004,47.871,69.086,144.116,117.024,77.096,81.809,35.112,101.91,48.049,184.641,53.405,47.293,116.448,42.584,104.624,37.666,90.197,129.92,121.664,70.996,111.776,64.061,111.851,68.788,61.429,81.777,108.415,65.791,92.664,91.306,93.673,81.101,154.828,23.002,64.827,38.095,103.697,107.475,107.53,116.099,40.03,108.015,104.686,124.225,62.825,60.364,14.764,72.761,124.891,86.741,74.211,128.711,74.909,53.051,63.213,164.748,131.913,123.501,99.665,101.966,102.579,103.736,39.472,69.156,103.016,171.898,137.244,116.073,87.167,90.259,73.161,96.48,59.187,103.539,109.661,157.877,126.465,115.961,97.187,103.167,79.512,58.026,111.443,133.737,120.223,95.904,86.424,0,87.491,116.53,100.971,89.069,37.515,48.17,85.673,83.488,114.017,114.516,118.717,95.304,89.74,118.984,32.583,149.075,95.753,99.135,112.471,102.757,113.683,97.569,103.035,56.838,125.937,160.814,149.738,149.899,84.674,124.171,133.317, 
Tlaltizapn,37.52,97.784,45.221,111.12,104.915,69.724,60.346,177.206,33.893,109.299,44.571,99.511,94.189,79.815,88.428,106.604,19.911,121.339,29.654,101.719,124.244,62.107,14.54,107.644,86.344,45.285,50.781,36.831,50.194,100.17,55.92,2.623,42.55,49.551,64.888,70.468,62.342,22.149,40.721,103.903,20.291,18.713,61.087,67.131,38.678,9.742,82.504,56.531,67.317,107.262,68.029,16.327,20.105,20.16,53.873,49.904,20.645,15.899,36.855,59.241,81.089,73.69,115.196,35.188,72.834,217.68,41.341,68.801,199.712,57.257,66.451,33.552,27.123,31.912,144.44,13.792,14.033,80.107,63.048,54.177,82.195,104.447,26.37,78.915,25.161,102.728,39.233,81.851,89.398,22.291,68.174,39.095,36.344,55.879,45.92,26.237,49.907,24.073,42.799,32.853,37.766,73.005,87.491,0,29.171,13.612,24.29,74.57,39.604,30.742,36.451,34.811,42.694,39.51,7.945,55.916,85.844,55.872,30.864,8.19,11.572,25.112,15.398,26.324,10.21,26.875,94.63,27.571,73.455,29.273,90.031,44.28,32.427,37.857, 
Unidad Habitacional Jos Mara Morelos y Pavn,95.773,138.3,88.123,151.637,145.432,100.167,90.789,217.723,63.539,104.286,74.78,140.028,134.706,110.258,101.198,147.121,48.95,116.326,36.045,142.236,164.761,91.146,14.998,148.161,89.925,107.338,110.263,32.075,79.233,129.218,122.729,27.617,14.253,33.197,105.404,100.911,102.858,38.159,92.296,144.42,49.33,32.6,101.603,97.574,55.703,38.781,123.02,60.112,96.356,147.779,136.545,15.7,25.875,11.232,37.519,78.943,9.944,38.525,25.151,99.757,121.606,102.729,155.713,48.24,103.238,258.197,29.696,109.317,240.229,97.774,70.032,37.197,17.307,48.936,184.957,36.418,43.503,145.141,103.564,82.911,77.182,99.434,39.422,109.358,54.2,115.498,69.442,110.89,119.841,11.287,63.161,20.722,32.71,86.322,74.654,55.276,101.636,16.103,26.445,28.315,69.887,103.448,116.53,29.171,0,28.492,53.295,145.682,68.609,83.204,79.792,33.333,52.099,29.689,22.217,86.993,97.044,84.877,15.509,30.501,32.92,6.495,21.328,31.165,29.314,43.88,140.057,15.747,76.637,6.795,92.937,77.557,27.875,22.502, 
San Nicols Galeana,51,111.264,58.701,124.6,118.395,83.204,73.826,190.686,47.373,91.18,58.051,112.991,107.669,93.295,76.071,120.084,33.391,103.22,19.211,115.199,137.724,75.587,21.758,121.124,75.901,58.765,64.261,48.59,63.674,113.65,69.4,12.005,33.408,49.713,78.368,83.948,75.822,7.163,54.201,117.383,33.771,3.727,74.567,80.611,52.158,23.222,95.984,46.088,80.797,120.742,81.509,17.866,9.662,24.06,54.035,63.384,28.968,10.079,26.413,72.721,94.569,87.17,128.676,22.831,86.314,231.16,30.899,82.281,213.192,70.737,56.008,23.109,35.914,45.392,157.92,7.972,6.785,93.587,76.528,67.657,64.076,86.328,14.013,92.395,38.641,90.371,52.713,95.331,102.878,20.787,50.055,28.653,49.225,69.359,59.4,39.717,63.387,13.631,42.96,22.411,51.246,86.485,100.971,13.612,28.492,0,40.429,92.836,57.871,46.88,52.589,48.171,66.936,44.527,8.781,72.054,72.476,74.138,30.347,8.551,4.822,22.747,7.529,15.9,4.212,43.013,116.24,33.679,63.031,29.927,79.607,60.418,42.713,37.34, 
Anenecuilco,23.425,67.314,17.137,80.65,74.445,36.118,26.74,146.736,25.25,133.662,26.064,69.041,63.719,46.209,112.791,76.134,20.61,145.702,53.812,71.249,93.774,64.06,38.698,77.174,119.301,36.351,39.276,37.918,50.893,69.7,51.742,26.986,66.708,46.778,34.417,36.862,31.872,46.512,20.607,73.433,7.353,43.076,30.616,33.525,13.94,27.108,52.034,89.488,68.894,76.792,65.558,40.485,44.263,44.318,41.213,49.764,44.803,40.262,61.013,28.771,50.619,75.268,84.726,59.551,32.252,187.21,65.499,38.33,169.242,26.787,99.408,66.573,44.971,21.135,113.97,38.155,38.396,74.154,32.577,28.102,106.558,128.81,50.733,45.309,2.469,127.091,20.726,82.55,55.792,46.449,92.537,63.253,37.432,22.273,27.413,9.023,30.649,48.231,58.851,57.011,17.03,39.399,89.069,24.29,53.295,40.429,0,73.785,40.905,4.272,9.981,33.922,39.679,38.621,32.105,22.192,110.208,56.31,55.601,32.554,35.936,49.272,39.558,50.484,34.37,22.939,68.16,45.842,97.615,56.263,114.191,9.774,44.076,58.481, 
Atencingo,66.557,50.211,58.499,16.446,17.764,73.152,87.047,97.331,85.529,235.932,87.211,28.895,12.835,72.635,110.098,15.211,56.154,247.972,104.092,39.695,44.408,22.18,88.978,13.432,221.571,40.473,30.31,101.841,29.652,67.223,24.734,77.265,159.095,107.057,56.389,97.169,49.454,98.919,63.08,24.028,80.109,95.483,51.184,78.057,76.699,80.741,66.494,191.758,14.748,27.426,7.91,90.765,94.543,94.598,101.492,27.098,141.808,91.754,163.963,48.218,25.63,23.714,35.36,111.959,72.134,137.805,168.449,60.302,119.837,48.606,201.678,168.843,108.894,85.058,64.565,89.647,90.804,4.855,54.549,88.409,208.828,231.08,103.141,72.56,75.652,102.255,81.873,46.255,88.932,143.152,194.807,166.203,101.354,82.58,88.56,74.759,51.461,151.181,119.13,159.961,81.297,71.817,37.515,74.57,145.682,92.836,73.785,0,35.17,73.079,70.894,101.423,101.922,106.123,82.304,77.146,160.407,19.583,136.481,82.753,86.135,141.981,89.757,100.683,84.569,90.441,19.487,113.343,147.814,137.144,226.952,72.08,111.577,120.723, 
Tepalcingo,17.69,55.915,25.619,51.947,63.046,40.694,54.168,135.337,52.649,151.104,54.331,57.642,52.32,40.177,106.373,49.757,21.189,163.144,69.126,59.85,82.375,22.786,54.012,50.797,136.743,6.792,12.288,68.961,9.466,58.301,16.599,42.299,82.022,74.177,23.931,64.29,19.447,63.954,20.891,62.034,33.879,60.518,20.13,45.177,43.82,45.775,40.635,106.93,27.996,65.393,28.708,55.799,59.577,59.632,68.612,10.583,60.117,56.788,76.327,16.367,39.22,34.369,73.327,76.993,39.254,175.811,80.813,27.844,157.843,16.148,116.85,84.015,76.014,52.178,102.571,54.681,55.838,40.786,22.091,55.53,124,146.252,68.175,40.102,37.963,98.53,48.993,42.53,56.052,61.763,109.979,78.567,68.474,49.701,55.68,31.615,11.413,63.545,86.25,72.325,48.417,39.359,48.17,39.604,68.609,57.871,40.905,35.17,0,39.138,36.541,67.07,67.569,71.77,47.417,42.793,125.52,16.559,70.336,47.866,51.248,64.584,54.87,65.796,49.682,56.088,57.308,67.043,112.927,68.745,129.503,37.727,77.224,86.37, 
San Pedro Apatlaco,21.926,63.918,13.741,77.254,71.049,33.919,24.541,143.34,23.051,173.454,23.865,65.645,60.323,47.267,119.242,72.738,23.853,185.494,60.264,67.853,90.378,60.664,45.15,73.778,159.093,32.955,35.88,36.182,47.966,66.304,48.346,33.437,96.617,44.579,31.021,34.663,28.476,52.963,19.108,70.037,10.596,49.527,27.22,31.326,11.741,31.027,48.638,129.28,65.498,73.396,62.162,46.937,50.715,51.072,39.014,46.368,50.69,46.713,101.485,25.375,47.223,71.872,81.33,66.002,28.856,183.814,105.971,34.934,165.846,23.391,139.2,106.365,43.235,19.399,110.574,44.606,44.847,70.758,29.181,25.903,146.35,168.602,57.184,47.192,6.139,133.542,18.527,82.156,53.593,52.856,132.329,103.725,35.695,20.074,25.214,7.524,27.253,88.703,56.652,97.483,14.831,37.2,85.673,30.742,83.204,46.88,4.272,73.079,39.138,0,6.339,34.528,42.639,39.227,38.564,19.365,116.667,52.668,77.198,39.013,42.395,82.698,46.017,56.943,40.829,23.545,64.518,46.448,104.074,77.861,167.669,7.912,44.682,61.44, 
Juan Morales,19.206,61.733,11.556,75.069,68.864,30.535,21.157,141.155,19.639,170.042,21.321,63.46,58.138,45.083,166.954,70.553,29.562,182.082,101.801,65.668,88.193,58.479,80.973,71.593,155.681,30.77,33.695,35.951,45.781,64.119,46.161,39.146,93.205,41.167,28.837,31.279,26.291,103.914,15.729,67.852,16.305,55.236,25.036,27.942,10.809,40.763,46.453,125.868,63.313,71.211,59.977,81.675,91.63,77.207,35.602,44.183,75.918,52.422,98.073,23.19,45.038,69.687,79.145,113.995,26.671,181.629,102.559,32.75,163.661,21.206,135.788,102.953,43.004,19.168,108.389,50.315,50.556,68.573,26.997,22.519,142.938,165.19,105.177,45.008,11.848,181.254,15.983,79.971,50.209,77.262,128.917,100.313,35.464,16.69,22.67,13.773,25.068,85.291,53.24,94.071,15.407,33.816,83.488,36.451,79.792,52.589,9.981,70.894,36.541,6.339,0,35.372,35.871,40.072,44.909,12.596,165.008,49.165,70.43,59.269,62.651,75.93,90.763,99.129,47.174,24.39,61.015,47.292,144.601,71.093,160.901,6.029,45.526,54.672, 
La Joya,49.734,92.261,42.084,105.598,99.393,54.089,44.711,171.684,18.257,123.583,28.935,93.989,88.667,64.18,120.495,101.082,51.151,135.623,55.343,96.197,118.722,89.008,21.95,102.122,109.222,61.299,64.224,2.787,76.31,83.14,76.69,37.506,46.746,23.649,59.365,54.833,56.819,57.456,46.257,98.381,30.661,51.897,55.564,51.496,23.043,26.091,76.981,79.409,93.842,101.74,90.506,23.875,45.172,17.678,27.971,74.712,17.296,50.782,51.615,53.718,75.567,100.216,109.674,67.537,57.199,212.158,56.101,63.278,194.19,51.735,89.329,56.494,9.841,16.276,138.918,48.675,62.8,99.102,57.525,38.915,96.479,118.731,58.719,63.28,37.73,134.795,23.597,110.5,73.763,19.462,82.458,53.855,2.301,40.244,30.658,41.842,55.597,38.833,26.999,47.613,22.131,57.37,114.017,34.811,33.333,48.171,33.922,101.423,67.07,34.528,35.372,0,21.532,5.382,43.594,41.122,116.938,83.105,22.361,43.831,65.627,27.86,42.693,51.06,48.868,12.072,94.955,12.602,96.532,23.023,112.832,29.486,10.836,21.214, 
Tepoztln,50.233,92.76,42.583,106.097,99.892,54.627,45.249,172.183,17.998,142.349,29.239,94.488,89.166,64.718,139.261,101.581,68.86,154.389,74.108,96.696,119.221,89.507,53.28,102.621,127.988,61.798,64.723,40.571,76.809,83.678,77.189,45.389,65.512,13.053,59.864,55.371,57.318,76.221,46.756,98.88,46.003,70.662,56.063,52.034,26.997,33.974,77.48,98.175,94.341,102.239,91.005,53.982,63.937,49.514,7.488,75.211,48.225,76.587,70.38,54.217,76.066,100.715,110.173,86.302,57.698,212.657,74.866,63.777,194.689,52.234,108.095,75.26,40.402,18.618,139.417,74.48,81.565,99.601,58.024,37.37,115.245,137.497,77.484,63.818,41.546,153.561,23.901,110.999,74.301,49.569,101.224,72.62,27.591,40.782,29.113,50.073,56.096,57.598,25.547,66.378,24.347,57.908,114.516,42.694,52.099,66.936,39.679,101.922,67.569,42.639,35.871,21.532,0,38.008,61.454,40.778,134.798,81.993,40.22,50.37,83.486,45.72,60.553,68.919,66.728,15.414,93.843,41.836,114.391,40.883,130.691,31.343,36.194,24.462, 
