LOCALIDADES,Tepetzingo,Ignacio Allende,Temascaltepec de Gonzlez,San Diego la Huerta,Llano de la Y,San Jos Tejamanil,Unidad Habitacional Santa Teresa,Fraccionamiento Rinconada del Valle,Santa Mara Tlalmimilolpan,Paraje el Mirador,Santa Mara Aranzaz (Santa Mara),San Simn el Alto,Texcaltitln,San Pedro Huitzizilapan,Conjunto Habitacional Ecolgico SUTEYM,Tejalpa,San Martn Toltepec,San Antonio Bonixi,San Mateo Capulhuac,La Cinega,San Martn Coapaxtongo,Santa Mnica,San Diego Linares,Colonia Morelos (Ejido San Juan de las Huertas),San Mateo Coapexco,Fraccionamiento Real de San Pablo,Zacualpan,El Hielo,Ejido de Taborda,Villa de Almoloya de Jurez,Colonia los Cedros,Almoloya de Alquisiras,San Francisco,San Miguel Almoloyn,Barrio San Pedro (La Concepcin San Pedro),San Francisco Tepexoxuca,Tecaxic,San Miguel Tecomatln,Colonia Arroyo Vista Hermosa,Colonia Emiliano Zapata,San Lorenzo Cuauhtenco,San Diego los Padres Cuexcontitln Seccin 5 B,Santa Mara Mazatla,Zona Nmero Cuatro San Mateo Capulhuac,Temoaya,San Bartolo el Viejo,San Cristbal Texcalucan,Santa Ana Mayorazgo,San Francisco Putla,Santiago Analco,San Francisco Ayotuzco,Mina Mxico,Santa Mara Nativitas,San Juan Xochiaca,Tlachaloya Primera Seccin,Zacango,Sultepec de Pedro Ascencio de Alquisiras,San Francisco Xochicuautla,San Nicols Coatepec de las Bateas,San Luis Ayucan,San Lorenzo Coacalco (San Lorenzo),Jiquipilco el Viejo,Barrio Santa Cruz,San Diego Alcal,La Joya,La Trinidad,Colonia lvaro Obregn,Santiago Oxtotitln,Santiago Tepatlaxco,Santa Mara del Monte,San Agustn Mimbres,Mayorazgo de Len (Estacin Ro Mxico),Joquicingo de Len Guzmn,Zumpahuacn,Colonia Guadalupe Victoria,Santa Mara la Asuncin,Dos Ros,San Pedro Atlapulco,Jicaltepec Cuexcontitln,Molino Abajo,Ejido de San Francisco Chimalpa,Santa Mara Tetitla,San Juan Yautepec,San Mateo Mozoquilpan,San Lucas Tunco (San Lucas),San Cayetano Morelos,San Mateo Tlalchichilpan,El Pedregal de Guadalupe Hidalgo,El Salitre,Huitzilac,San Nicols Peralta,San Nicols Tlazala,San Mateo Texcalyacac,Techuchulco de Allende,Enthavi,San Jernimo Acazulco,San Jos el Cuartel,San Miguel Balderas,San Miguel Almaya,San Miguel Mimiapan,Santa Cruz Ayotuzco,San Bartolom Coatepec,San Pedro Abajo,Santa Cruz Otzacatipan,San Bartolo Oxtotitln,Jicaltepec Autopan,Pilcaya,San Mateo Atarasquillo,San Pedro Tlanixco,San Miguel Ameyalco,San Andrs Ocotln,Zaragoza de Guadalupe,San Miguel Totoltepec,San Pedro Zictepec,Santiaguito Cuaxustenco,Ejido de la Y Seccin Siete A Revolucin,San Lorenzo Oyamel,Tlachaloya Segunda Seccin,San Marcos Yachihuacaltepec,San Antonio Buenavista,Chapultepec,El Cporo,Tres Maras,Conjunto Urbano la Loma I,Santa Mara Nativitas,San Bartolom Atlatlahuca,La Constitucin Toltepec,Santa Mara Magdalena Ocotitln,La Cabecera,Santa Ana Jilotzingo,Fraccionamiento Colinas del Sol,Santa Ana Ixtlahuatzingo (Santa Ana),Santa Mara Jajalpa,San Nicols Tolentino,Coatepec Harinas,San Pedro Arriba,Zacamulpa,Barrio de Mxico,Santa Cruz Cuauhtenco,Tonatico,Guadalupe Yancuictlalpan (Gualupita),Ejido San Lorenzo Cuauhtenco,Malinalco,Santa Cruz Atizapn,San Miguel Totocuitlapilco,San Diego de los Padres Cuexcontitln,Ex-Rancho San Dimas,San Juan Tilapa,San Gaspar Tlahuelilpan,Santa Mara Rayn,El Cerrillo Vista Hermosa,Santiaguito Tlalcilalcalli,San Pedro Cholula,San Francisco Chimalpa,Calixtlahuaca,Almoloya del Ro,Villa Guerrero,San Felipe Tlalmimilolpan,Huixquilucan de Degollado,San Mateo Mexicaltzingo,Santiago Yancuitlalpan,Santiago Tilapa,Santa Mara Zolotepec,San Bartolom Tlaltelulco,Calimaya de Daz Gonzlez,Villa Cuauhtmoc,San Pedro Tlaltizapan,Cacalomacn,Magdalena Chichicaspa,San Juan de las Huertas,San Antonio la Isla,Santiago Tianguistenco de Galeana,San Pedro Tultepec,Santa Mara Atarasquillo,Tenancingo de Degollado,Xalatlaco,Santiago Tlacotepec,San Antonio Acahualco,San Francisco Tlalcilalcalpan,Ixtapan de la Sal,San Andrs Cuexcontitln,Xonacatln,Capulhuac de Mirafuentes,San Pedro Totoltepec,Tenango de Arista,San Mateo Otzacatipan,Lerma de Villada,San Lorenzo Acopilco,San Jorge Pueblo Nuevo,Jess del Monte,San Francisco Coaxusco,Ocoyoacac,San Jernimo Chicahualco,Metepec,San Jos Guadalupe Otzacatipan,San Pablo Autopan,San Miguel Zinacantepec,San Salvador Tizatlalli,San Mateo Atenco,Naucalpan de Jurez,Cuajimalpa de Morelos,Toluca de Lerdo, 
Zona Nmero Cuatro San Mateo Capulhuac,79.162,46.52,95.617,58.043,18.777,34.782,40.526,10.382,15.461,49.881,70.769,77.772,95.432,14.431,44.118,46.473,35.674,33.874,1.194,76.406,69.743,70.765,22.065,46.611,81.566,22.786,139.118,34.416,33.572,35.781,23.085,105.996,78.528,52.652,35.703,67.649,35.142,77.796,20.624,10.982,42.36,17.522,37.061,0,14.104,51.114,42.118,8.143,56.634,23.929,42.449,36.07,48.887,84.083,28.246,92.83,122.227,21.771,53.484,41.241,40.707,14.854,28.906,18.425,55.351,78.474,14.683,81.575,59.219,52.434,4.985,39.908,71.972,101.819,13.607,34.157,40.671,53.567,22.081,15.374,51.76,7.561,52.899,7.454,37.021,30.405,49.354,36.576,84.73,88.538,17.163,40.266,49.893,53.454,14.632,39.996,85.746,59.523,44.751,14.33,35.639,45.894,12.285,21.715,35.477,23.645,115.026,23.146,64.345,24.084,45.999,60.111,21.799,65.479,54.844,16.083,9.331,21.458,40.129,40.254,42.419,52.733,114.601,44.933,41.291,60.075,19.088,38.718,37.886,11.056,34.473,79.21,60.588,19.09,114.97,8.691,55.304,54.439,43.718,99.156,47.469,51.678,92.157,43.96,39.834,17.127,51.36,39.601,36.328,49.882,21.909,37.456,34.668,38.663,37.795,46.071,79.002,36.701,53.382,45.677,47.49,50.537,12.463,41.037,57.056,9.487,43.264,42.004,47.44,59.834,50.161,46.18,32.016,21.814,82.81,50.604,39.995,56.817,54.302,95.019,22.14,8.536,42.194,25.004,54.403,23.549,25.509,58.68,35.197,56.765,32.544,36.193,37.118,40.428,19.835,26.833,54.984,37.393,34.627,56.839,58.665,28.635, 
Temoaya,80.772,48.13,89.812,59.653,8.514,45.225,42.136,9.353,20.374,65.987,72.379,79.382,89.627,19.344,37.718,40.668,29.274,22.461,14.225,78.016,71.353,72.375,11.802,51.015,83.176,12.523,140.728,44.859,22.159,29.381,23.562,131.125,80.138,43.799,29.303,69.259,34.57,79.406,21.101,19.403,36.555,11.881,43.87,14.104,0,40.838,47.036,14.531,57.431,28.846,47.367,25.794,38.611,84.88,17.97,93.627,111.951,26.688,54.281,48.051,41.504,6.21,18.63,3.057,45.075,79.271,19.6,82.372,54.101,42.158,8.936,29.632,72.769,102.616,14.845,34.954,45.589,54.364,11.805,2.274,56.678,9.938,53.696,7.339,37.818,20.129,39.078,37.373,85.527,89.335,22.08,41.063,50.69,54.251,5.048,40.793,86.543,60.32,45.548,20.718,40.557,68.834,3.024,17.963,29.176,13.369,115.823,28.063,65.142,39.975,47.503,60.908,25.877,66.276,55.641,10.557,4.798,9.313,29.853,49.59,43.216,42.457,115.398,31.443,44.81,60.872,23.166,42.237,27.61,18.18,24.197,80.007,61.385,23.168,115.767,5.914,56.101,44.163,50.886,99.953,48.266,41.402,92.954,44.757,43.353,13.652,52.157,43.12,37.125,50.679,25.987,27.18,35.465,43.581,27.519,46.868,79.799,40.22,54.179,46.474,70.507,51.334,17.381,44.556,53.044,9.912,44.061,45.523,52.358,49.558,50.958,46.977,32.813,26.731,83.607,51.401,43.514,46.541,44.026,95.816,15.235,13.454,42.991,29.082,55.2,21.396,32.855,59.477,38.716,66.149,36.063,36.99,38.218,38.993,17.368,16.557,44.708,38.19,35.424,66.223,59.462,32.154, 
San Bartolo el Viejo,74.638,58.088,65.085,44.123,37.765,71.902,39.388,43.13,53.245,75.945,66.245,73.248,64.899,52.215,15.681,14.58,21.65,36.943,54.892,71.882,65.219,79.729,41.053,18.355,77.042,33.626,134.594,71.536,32.665,17.483,40.26,75.463,74.004,10.081,18.287,63.126,28.509,73.272,40.423,46.08,35.284,41.133,82.629,51.114,40.838,0,75.415,49.285,47.592,47.09,62.289,21.194,11.633,75.04,38.138,83.788,81.227,53.119,59.486,84.906,32.6,53.537,34.898,48.666,11.625,69.432,49.036,72.533,84.543,1.755,50.275,40.022,62.93,92.777,40.147,34.836,63.223,59.764,35.431,45.614,77.123,46.572,59.096,47.44,36.161,30.52,12.1,42.773,75.688,94.54,48.67,46.463,55.895,52.924,52.375,46.193,76.704,50.481,50.948,51.718,70.224,74.234,50.587,32.977,65.356,36.419,105.984,44.381,55.303,45.375,34.47,43.739,34.728,56.437,45.802,41.442,46.22,46.296,21.717,18.866,37.369,3.742,120.798,17.389,31.777,51.033,40.663,29.204,15.717,51.047,16.117,70.168,51.546,36.589,72.512,52.84,61.501,3.76,20.162,90.114,53.471,10.679,83.115,49.962,30.32,35.964,40.339,27.19,34.372,40.84,36.522,19.383,40.865,73.249,21.315,52.073,69.96,25.972,59.579,32.841,75.907,56.539,47.049,31.523,40.011,46.41,49.266,23.23,82.052,18.834,39.256,52.182,38.213,45.015,73.768,56.606,26.489,10.773,8.411,85.977,33.124,44.273,48.391,35.993,45.361,32.259,35.466,64.877,25.683,71.549,26.176,42.39,28.422,29.451,35.359,34.272,13.984,31.673,37.874,71.623,64.862,26.529, 
San Cristbal Texcalucan,94.58,9.924,119.934,73.461,61.836,15.039,55.944,40.074,28.595,1.265,86.187,93.19,119.749,26.053,88.679,70.79,66.958,85.498,42.11,91.824,85.161,74.927,65.124,69.341,96.984,65.845,154.536,15.57,81.22,80.342,46.366,144.933,93.946,75.381,72.272,66.191,65.986,93.214,48.979,35,66.677,44.895,25.944,42.118,47.036,75.415,0,34.334,69.259,40.314,7.762,64.056,76.201,96.708,66.009,105.455,131.145,31.37,50.029,20.006,51.955,58.382,61.603,47.981,69.166,91.099,35.069,94.2,19.643,76.052,41.624,67.894,84.597,114.444,42.69,44.836,5.796,33.392,47.642,44.929,12.224,38.238,10.442,39.437,47.7,58.391,71.383,41.794,97.355,77.889,37.549,47.462,53.221,56.781,57.22,33.914,98.371,72.148,43.627,27.653,7.672,4.626,55.432,45.914,93.228,49.414,127.651,37.311,76.97,35.213,58.623,72.736,52.1,78.104,67.469,45.911,41.864,51.013,59.188,62.812,55.043,78.137,73.288,67.49,63.848,72.7,43.288,61.275,72.649,36.096,62.459,91.835,58.017,52.611,127.595,46.615,11.138,78.057,66.276,111.781,45.837,68.965,86.074,56.585,54.069,44.475,63.985,62.158,47.007,62.507,46.154,69.484,41.864,12.368,61.206,50.774,91.627,59.258,7.776,58.301,7.268,43.089,26.938,63.594,69.681,39.043,55.889,64.562,4.03,68.55,62.786,58.805,41.644,38.865,95.435,44.303,62.552,70.632,69.638,107.644,46.339,33.568,46.91,49.209,67.028,53.142,42.625,18.917,57.754,10.792,52.474,40.224,47.797,51.107,44.034,60.977,63.694,48.641,45.306,11.722,16.284,52.692, 
Santa Ana Mayorazgo,75.762,43.12,92.217,54.643,15.965,27.136,37.126,7.57,10.916,42.236,67.369,74.372,92.032,9.886,49.464,43.073,32.714,31.061,8.135,73.006,66.343,67.365,19.253,43.211,78.166,19.974,135.718,26.771,42.005,41.127,19.685,102.596,75.128,49.252,41.049,64.249,31.741,74.396,17.224,7.582,38.96,17.477,33.416,8.143,14.531,49.285,34.334,0,53.371,19.382,34.693,36.593,49.41,80.82,38.546,89.567,105.323,15.718,50.221,37.597,37.444,20.484,29.714,15.613,55.874,75.211,10.136,78.312,51.464,52.957,9.257,40.431,68.709,98.556,10.795,30.894,32.915,50.304,19.269,12.561,44.005,5.871,49.636,7.069,33.758,30.928,49.877,33.313,81.467,85.275,12.616,37.003,46.63,50.191,19.322,36.733,82.483,56.26,41.488,6.187,27.883,38.138,17.534,18.451,42.684,20.833,111.763,18.599,61.082,19.537,42.736,56.848,18.536,62.216,51.581,18.448,9.496,18.645,40.652,36.99,39.156,53.256,111.338,41.669,38.027,56.812,15.825,35.454,38.409,4.185,34.996,75.947,57.325,15.827,111.707,14.247,38.915,54.962,40.454,95.893,44.206,52.201,88.894,40.697,36.57,17.012,48.097,36.337,33.065,46.619,18.646,37.979,31.405,30.907,38.318,42.808,75.739,33.437,35.553,42.414,39.734,47.274,4.614,37.773,53.793,6.675,40.001,38.74,39.685,60.357,46.898,42.917,28.753,17.267,79.547,47.341,36.731,57.34,54.825,91.756,18.876,3.989,38.931,21.741,51.14,20.285,22.246,55.417,31.933,49.01,29.28,32.93,33.855,37.165,16.571,23.567,55.507,34.13,31.364,49.084,55.402,25.371, 
San Francisco Putla,35.496,50.435,89.775,3.254,49.252,73.636,18.831,54.534,54.979,68.292,28.073,34.107,89.59,53.949,53.159,40.631,42.372,56.557,56.626,32.741,26.078,40.587,52.54,38.096,38.87,53.261,96.422,73.27,52.279,44.722,33.584,86.819,35.832,47.559,44.449,23.984,41.399,34.131,36.197,47.814,9.43,47.39,85.145,56.634,57.431,47.592,69.259,53.371,0,43.559,58.757,53.956,51.23,37.357,55.909,46.105,103.913,49.588,35.088,81.374,25.634,64.034,41.229,59.163,41.489,31.748,52.816,34.85,81.011,51.081,56.109,57.794,25.247,55.094,45.935,30.207,59.691,41.544,41.762,56.111,73.591,52.723,55.564,53.922,23.72,48.291,46.412,39.242,38.005,61.034,45.139,30.72,18.903,15.241,62.872,42.662,39.021,3.183,31.16,55.498,74.004,70.702,61.084,39.308,83.128,42.75,68.301,40.85,17.62,41.843,13.262,4.83,43.571,18.754,8.119,57.046,59.328,62.196,40.71,36.139,19.941,53.166,65.415,42.519,11.737,13.349,41.84,14.542,47.678,54.827,49.863,32.485,13.863,44.082,68.245,63.337,57.969,53.086,39.41,52.431,29.073,43.994,45.432,25.564,21.335,42.295,14.907,15.648,24.294,11.571,37.618,44.513,37.334,77.029,42.994,23.24,32.277,14.887,56.047,19.766,72.375,32.141,50.829,13.238,4.885,53.528,24.868,22.719,78.52,41.684,13.707,27.784,33.403,41.484,36.085,32.208,17.707,42.955,44.667,48.294,39.455,48.053,28.3,40.68,7.678,38.59,34.089,61.345,26.705,68.017,27.16,38.859,29.551,26.201,41.69,40.603,37.021,26.533,31.238,68.091,61.33,32.86, 
Santiago Analco,66.256,21.49,91.61,45.137,33.512,32.461,27.62,21.885,14.856,39.347,57.863,64.866,91.425,14.727,60.355,42.466,38.633,57.174,23.921,63.5,56.837,57.859,36.8,41.017,68.66,37.521,126.212,32.095,52.896,52.018,15.8,116.609,65.622,47.057,43.948,54.743,37.661,64.89,14.933,15.902,38.353,26.474,56.2,23.929,28.846,47.09,40.314,19.382,43.559,0,25.052,49.781,47.395,67.902,51.734,76.649,102.339,8.436,37.303,52.193,23.15,34.8,32.798,29.929,40.36,62.293,9.413,65.394,51.83,47.246,23.573,53.619,55.791,85.638,25.302,16.03,25.986,27.051,30.254,26.877,44.41,20.187,26.383,21.385,18.894,44.116,42.577,14.966,68.549,72.357,7.195,18.656,33.712,37.273,33.638,17.77,69.565,43.342,23.141,21.379,33.181,41.521,31.85,28.526,57,32.026,98.845,3.061,48.164,5.144,29.817,43.93,23.295,49.298,38.663,28.523,23.812,32.961,30.383,34.006,26.237,49.331,88.085,38.684,35.042,43.894,16.167,32.469,43.843,20.708,48.184,63.029,44.407,23.806,98.789,28.563,28.788,49.251,37.47,82.975,31.288,40.159,75.976,27.779,25.264,27.087,35.179,33.352,18.201,33.701,13.805,40.678,13.058,36.205,32.401,29.89,62.821,30.452,26.866,29.495,43.194,34.356,14.986,34.788,40.875,20.991,27.083,35.756,44.982,39.744,33.98,29.999,12.838,3.513,66.629,34.423,33.746,41.826,40.832,78.838,28.951,15.638,20.584,20.404,38.222,24.337,13.819,32.164,28.948,38.836,23.668,14.09,18.991,22.301,26.646,32.172,34.888,19.836,16.5,38.91,32.149,23.887, 
San Francisco Ayotuzco,81.454,5.692,106.808,60.335,48.71,17.348,42.818,40.405,19.912,6.499,73.061,62.173,106.623,26.384,75.553,57.664,53.832,72.372,42.441,78.698,72.035,61.637,51.998,56.215,83.858,52.719,141.41,16.982,68.094,67.216,33.24,131.807,80.82,62.255,59.146,52.901,52.86,80.088,35.853,35.331,53.551,46.848,31.484,42.449,47.367,62.289,7.762,34.693,58.757,25.052,0,65.523,63.137,83.644,67.476,92.391,118.081,16.762,36.613,25.624,38.891,59.849,48.54,54.978,56.102,78.035,24.742,81.136,25.261,62.988,41.956,69.361,53.299,101.38,43.022,31.772,1.933,19.976,54.109,51.926,17.842,38.57,6.735,39.769,34.636,59.858,58.319,28.73,84.291,85.328,22.524,34.398,39.805,43.365,58.687,20.498,85.307,59.084,30.211,27.985,6.789,7.554,56.899,46.618,94.695,55.673,114.587,24.248,63.906,22.15,45.559,59.672,39.036,65.04,54.405,46.243,42.196,58.011,46.125,49.748,41.979,65.073,80.727,54.426,50.784,59.636,37.312,48.211,59.585,36.428,63.926,78.771,44.601,39.547,114.531,59.152,7.431,64.993,53.212,98.717,32.421,55.901,72.658,43.521,41.005,44.807,50.921,49.094,33.943,49.443,33.09,56.42,28.8,21.092,48.143,37.358,78.563,46.194,3.567,45.237,9.15,29.673,27.27,50.53,56.617,39.375,42.825,51.498,10.994,55.486,49.722,37.3,28.58,25.802,82.371,30.887,49.488,57.568,56.574,94.58,46.765,33.9,33.494,36.145,53.964,40.079,29.561,24.805,44.69,13.164,39.41,27.16,34.733,38.043,44.366,47.914,50.63,35.577,32.242,17.34,21.902,39.629, 
Mina Mxico,76.654,59.763,76.879,46.139,22.721,56.858,53.769,28.086,38.201,77.62,68.261,75.264,76.694,37.171,9.652,27.734,9.655,12.93,39.848,73.898,67.235,81.744,15.624,24.176,79.058,14.7,136.61,56.492,8.652,7.095,45.165,87.258,76.02,17.415,7.899,65.141,13.731,75.288,40.542,31.036,37.3,26.089,67.585,36.07,25.794,21.194,64.056,36.593,53.956,49.781,65.523,0,9.431,73.968,15.059,82.716,98.018,45.019,59.726,84.951,30.544,30.458,13.024,25.587,31.142,68.36,35.996,71.461,84.588,28.225,27.196,9.638,61.858,91.705,22.308,31.197,63.268,59.809,19.611,22.535,77.168,23.493,59.141,24.361,43.263,7.441,11.003,42.818,74.616,94.78,38.476,46.508,56.135,59.696,29.296,46.238,75.632,49.408,50.993,38.678,57.184,74.279,27.508,20.555,36.948,21.175,104.912,44.427,54.231,45.42,33.398,42.667,25.231,55.365,44.73,18.363,23.141,17.888,15.748,29.668,48.661,28.524,120.843,16.274,30.705,49.961,28.612,28.132,9.697,38.007,6.301,69.096,50.474,28.614,104.856,29.761,61.546,30.23,36.953,89.042,53.711,27.469,82.043,50.202,29.248,21.458,39.267,29.015,32.298,39.768,31.433,10.206,40.91,60.208,13.414,52.313,68.888,26.115,59.624,31.769,75.952,56.779,34.009,30.451,38.939,23.331,49.506,31.418,68.986,35.625,38.184,52.422,38.258,45.061,72.696,56.846,29.409,32.608,30.093,84.905,20.878,31.233,48.436,31.684,44.289,19.836,38.3,64.922,24.611,71.594,21.958,42.435,24.113,24.888,29.358,13.541,30.775,27.231,40.869,71.668,64.907,18.049, 
Santa Mara Nativitas,73.927,57.377,70.347,43.412,35.538,69.675,38.677,40.903,51.018,75.234,65.534,72.537,70.162,49.988,3.269,18.416,9.511,22.361,52.665,71.171,64.508,79.018,38.826,17.644,76.331,31.399,133.883,69.309,18.083,2.341,39.549,80.726,73.293,7.854,3.145,62.415,13.586,72.561,39.712,43.853,34.573,38.906,80.402,48.887,38.611,11.633,76.201,49.41,51.23,47.395,63.137,9.431,0,74.478,31.256,83.226,80.665,61.216,58.924,84.344,32.038,46.655,16.41,41.784,13.789,68.87,52.193,71.971,83.981,19.154,43.393,17.379,62.368,92.215,38.505,34.274,62.661,59.202,35.808,38.732,76.561,39.69,58.534,40.558,35.599,23.638,4.509,42.211,75.126,93.978,54.673,45.901,55.333,52.362,45.493,45.631,76.142,49.919,50.386,54.875,73.381,73.672,43.705,32.415,58.474,37.372,105.422,43.819,54.741,44.812,33.908,43.177,34.166,55.875,45.24,34.56,39.338,39.414,13.684,18.304,36.807,21.239,120.236,16.827,31.215,50.471,44.809,28.642,4.688,54.204,4.586,69.606,50.984,36.027,71.95,45.958,60.939,21.159,19.6,89.552,52.909,10.116,82.553,49.4,29.758,37.655,39.777,26.628,33.81,40.278,35.96,7.057,40.303,76.405,11.824,51.511,69.398,25.41,59.017,32.279,75.345,55.977,50.206,30.961,39.449,39.528,48.704,22.668,81.49,18.272,38.694,51.62,37.651,44.453,73.206,56.044,25.927,15.255,12.74,85.415,32.562,47.43,47.829,35.431,44.799,31.697,34.904,64.315,25.121,70.987,25.614,41.828,27.86,28.889,34.797,16.926,13.422,31.111,37.312,71.061,64.3,25.967, 
San Juan Xochiaca,17.32,77.884,117.224,38.935,76.701,101.085,46.28,81.983,82.428,95.741,23.14,9.426,91.988,81.398,80.607,68.08,69.821,84.006,84.075,14.564,7.901,27.23,79.989,65.545,35.136,80.71,91.027,100.719,79.728,72.17,61.033,81.424,26.177,75.007,71.897,24.148,68.848,11.054,63.646,75.263,42.233,74.839,112.594,84.083,84.88,75.04,96.708,80.82,37.357,67.902,83.644,73.968,74.478,0,67.79,42.09,101.613,61.468,34.053,93.254,37.514,75.914,53.11,71.043,53.369,11.617,64.696,30.835,92.891,62.961,67.989,69.675,9.358,31.121,57.815,42.087,71.571,42.706,53.643,67.991,85.471,64.603,67.444,65.802,35.601,60.172,58.292,51.122,14.033,60.811,57.019,42.6,22.927,19.265,74.752,54.542,12.786,27.569,36.576,67.378,85.884,82.582,72.964,51.189,95.009,54.631,66.001,52.73,21.875,53.723,29.252,28.158,55.451,6.603,20,68.926,71.208,74.076,52.591,48.019,31.822,65.046,65.192,54.399,40.488,12.935,53.72,37.914,59.558,66.707,61.743,17.314,19.186,55.962,65.945,75.217,69.849,64.966,51.29,50.131,31.973,55.874,18.7,37.444,33.215,54.176,26.787,43.33,36.175,23.452,49.498,56.393,49.214,88.909,54.875,27.264,24.58,40.049,67.927,31.647,84.255,33.303,62.709,40.234,25.103,65.408,36.748,49.576,90.4,53.564,25.588,29.723,45.283,53.364,13.224,33.609,45.389,54.835,56.547,45.994,51.336,59.933,40.18,52.56,17.356,50.471,45.969,73.225,38.585,79.897,39.04,50.739,41.431,38.081,53.571,52.484,48.901,38.413,43.118,79.971,73.21,44.741, 
Tlachaloya Primera Seccin,78.607,61.716,94.278,48.092,11.08,58.811,55.722,17.691,40.154,79.573,70.214,77.217,94.093,39.124,28.278,42.348,19.579,25.097,28.261,75.851,69.188,83.697,10.819,41.575,81.011,12.32,138.563,58.445,16.544,19.941,24.473,104.657,77.973,34.359,19.863,67.094,24.875,77.241,22.012,32.989,39.253,12.792,69.538,28.246,17.97,38.138,66.009,38.546,55.909,51.734,67.476,15.059,31.256,67.79,0,90.525,105.828,40.918,55.626,80.851,38.353,23.997,13.95,19.126,38.952,76.169,31.895,79.27,80.488,36.035,24.598,19.517,69.667,99.514,15.628,36.299,59.168,55.709,12.707,16.074,73.068,20.896,55.041,21.764,39.163,7.924,20.86,38.718,82.425,90.68,34.375,42.408,52.035,55.596,22.835,42.138,83.441,57.217,46.893,34.577,53.083,70.179,21.047,28.364,44.851,12.763,112.721,40.327,62.04,41.32,41.207,50.476,33.04,63.174,52.539,11.459,19.291,25.791,23.557,37.477,44.561,36.334,116.743,25.147,38.514,57.77,24.511,35.941,19.265,33.906,16.224,76.905,58.283,24.513,112.665,23.3,57.446,38.04,44.763,96.851,49.611,35.279,89.852,46.102,37.057,14.554,53.502,36.824,38.47,47.577,27.332,18.835,36.81,56.107,21.223,48.213,76.697,33.924,55.524,39.578,71.852,52.679,29.908,38.26,46.748,18.312,45.406,39.227,64.885,43.435,45.993,48.322,34.158,40.961,80.505,52.746,37.218,40.418,37.903,92.714,16.137,27.132,44.336,39.493,52.098,27.645,34.2,60.822,32.42,67.494,29.767,38.335,31.922,32.697,25.257,13.971,38.585,35.04,36.769,67.568,60.807,25.858, 
Zacango,33.455,86.631,125.971,47.683,85.448,109.832,55.027,90.73,91.175,104.488,21.105,42.216,57.41,90.145,89.355,76.827,78.569,92.754,92.822,30.935,33.91,57.891,88.736,74.292,11.348,89.457,61.214,109.466,88.476,80.918,69.78,50.724,18.34,83.755,80.645,59.251,77.596,37.759,72.393,84.01,50.981,83.586,121.341,92.83,93.627,83.788,105.455,89.567,46.105,76.649,92.391,82.716,83.226,42.09,90.525,0,75.481,83.488,68.988,115.274,59.534,97.934,75.13,93.063,75.389,31.805,86.716,14.135,114.911,84.981,90.009,91.695,46.79,49.093,79.835,64.107,93.591,75.444,75.663,90.011,107.491,86.623,89.464,87.822,57.621,82.192,80.312,73.142,32.004,104.042,79.039,64.62,54.121,50.459,96.772,76.562,33.02,50.558,65.06,89.398,107.904,104.602,94.984,73.209,117.029,76.651,39.869,74.75,29.94,75.743,51.272,51.147,77.471,53.972,42.02,90.946,93.228,96.096,74.611,70.039,53.842,87.066,108.423,76.419,62.508,38.068,75.74,59.934,81.578,88.727,83.763,26.484,49.081,77.982,19.318,97.237,91.869,86.986,73.31,23.999,62.973,77.894,47.178,59.464,55.235,76.196,48.807,65.35,58.195,45.471,71.518,78.413,71.234,110.929,76.895,61.575,19.468,62.069,89.947,53.667,106.275,66.041,84.729,62.254,48.092,87.428,58.768,71.596,112.42,75.584,47.608,61.684,67.303,75.384,30.084,66.108,67.409,76.855,78.567,19.862,73.356,81.953,62.2,74.58,42.896,72.491,67.989,95.245,60.605,101.917,61.06,72.759,63.451,60.101,75.591,74.504,70.921,60.433,65.138,101.991,95.23,66.761, 
