LOCALIDADES,El Salvador,San Lucas Evangelista,Santa Cruz del Astillero,La Manzanilla de la Paz,La Cofrada de la Luz,Santiago Totolimixpan (Colonia la Guadalupana),Estipac,Paseo Puente Viejo,El Plan (El Cerrito),El Cabezn (El Limn),El Salitre,Buenavista,Santa Fe,Lomas de Tejeda,Villa Emiliano Zapata (Ejido Modelo),Amacueca,Juanacatln,La Laja,Chantepec (El Chante),El Crucero de Santa Mara,Zapotln del Rey,San Marcos,Zapotitn de Hidalgo,La Capilla del Refugio,San Luis Soyatln,Jardines de San Sebastin,San Isidro Mazatepec,Cuisillos,San Francisco de la Soledad (San Francisco),San Esteban (San Miguel Tateposco),Hostotipaquillo,Teuchitln,La Unin del Cuatro (San Jos del Valle),Teocuitatln de Corona,Chiquilistln,Nextipac,Fraccionamiento Campestre las Palomas,Hacienda los Fresnos,Fraccionamiento la Alameda,Cuquo,Paseo del Prado,Tenamaxtln,Concepcin de Buenos Aires,Palomar,La Punta,San Antonio Tlayacapan,Mezcala,Atoyac,San Pedro Itzicn,Cajititln,San Juanito de Escobedo,Atemajac de Brizuela,La Venta del Astillero,Puente Grande,Galaxia la Noria,Colinas del Roble,Ixtlahuacn de los Membrillos,Ixtlahuacn del Ro,El Refugio,Zapote del Valle (Zapote de Santa Cruz),Atequiza,San Juan Cosal,Bellavista,Atotonilquillo,Los Ruiseores,San Miguel Cuyutln,Villa Corona,Los Olivos,San Martn Hidalgo,Fraccionamiento Rancho Alegre,El Capuln,La Alameda,Galaxia Bonito Jalisco,Juanacatln,Tecolotln,Valle Dorado Inn,Acatln de Jurez,Ajijic,Amatitn,Fraccionamiento Villas de la Hacienda,Santa Cruz de las Flores,El Arenal,Lomas de San Agustn,Acatic,La Tijera,Centro de Readaptacin Social,Etzatln,Poncitln,Fraccionamiento Real del Valle (El Paraso),Cocula,Tizapn el Alto,Ahualulco de Mercado,San Jos del Castillo,Magdalena,San Jos el Verde (El Verde),El Quince (San Jos el Quince),Zacoalco de Torres,Jocotepec,Lomas del Sur,Santa Anita,Chapala,El Salto,Las Pintas,Las Pintitas,Santa Cruz del Valle,San Sebastin el Grande,Tequila,Coyula,Tlajomulco de Ziga,San Agustn,Zapotlanejo,Tala,Ameca,Tesistn (San Francisco Tesistn),Hacienda Santa Fe,Tepatitln de Morelos,Tonal,Tlaquepaque,Zapopan,Guadalajara, 
El Salto,116.226,35.018,62.73,123.897,87.885,54.825,89.681,10.388,68.837,106.656,103.007,59.196,21.627,36.732,118.257,119.869,128.28,16.067,55.947,99.311,56.465,141.739,77.444,14.962,82.149,30.102,65.569,84.408,6.86,52.128,147.736,89.519,22.769,112.121,152.456,55.63,59.462,26.474,8.456,109.745,33.132,150.266,124.22,41.097,10.388,39.325,49.112,112.339,56.089,23.261,113.844,114.47,51.885,6.939,36.428,27.868,29.283,82.1,77.532,14.371,29.646,50.594,73.885,31.909,80.547,33.573,76.062,17.278,109.449,14.078,15.466,8.448,3.773,3.667,136.136,21.777,67.826,43.132,78.284,25.818,52.496,70.938,47.052,51.138,40.047,5.133,116.503,51.882,23.505,95.775,111.297,101.553,7.927,103.766,15.396,12.976,92.866,60.958,31.489,38.682,35.96,0,20.441,19.062,22.981,40.671,93.392,24.458,40.333,46.038,21.239,77.718,115.143,54.5,23.567,65.213,19.15,26.102,39.271,33.916, 
Las Pintas,100.312,26.768,46.816,125.845,70.046,62.384,71.842,27.318,50.998,90.742,87.093,41.357,44.486,19.085,120.205,102.03,110.441,38.926,63.505,81.472,61.193,125.825,59.605,29.68,84.097,21.429,47.73,68.494,31.792,35.188,131.822,73.605,8.899,94.282,134.617,39.716,42.848,12.604,22.024,92.804,15.293,132.427,126.168,23.258,27.318,46.883,56.671,94.5,63.648,30.819,97.93,96.631,35.971,34.586,21.71,13.998,36.842,65.16,61.618,12.334,37.205,58.152,56.046,39.468,64.633,25.323,58.223,24.837,91.61,21.637,23.024,20.559,18.582,22.342,118.297,11.343,49.987,50.69,62.37,11.948,34.657,55.024,29.213,62.572,22.208,32.547,100.589,59.441,7.417,77.936,113.245,85.639,13.292,87.852,6.136,9.046,75.027,66.745,22.816,20.843,43.518,20.441,0,4.643,3.093,19.693,75.879,33.557,23.05,25.06,36.919,60.205,97.63,40.627,13.414,76.556,19.405,5.117,21.758,16.402, 
Las Pintitas,100.612,33.857,47.116,126.146,70.347,53.665,72.143,18.599,51.299,91.042,87.393,41.658,35.767,26.476,120.506,102.331,110.742,30.207,54.786,81.773,61.493,126.125,59.906,20.961,84.398,21.73,48.031,68.794,23.073,35.488,132.122,73.905,16.29,94.583,134.918,40.016,43.148,19.995,13.305,93.104,15.594,132.728,126.469,23.559,18.599,38.164,47.952,94.801,54.929,22.1,98.23,96.932,36.271,25.867,29.101,21.389,28.123,65.46,61.918,13.273,28.486,49.433,56.347,30.749,64.933,32.412,58.524,16.118,91.911,12.918,14.305,11.84,17.203,20.964,118.598,18.762,50.288,41.971,62.67,19.339,34.958,55.324,29.514,62.872,22.509,23.828,100.889,50.722,14.808,78.237,113.546,85.939,13.888,88.152,3.252,6.162,75.328,59.797,23.117,21.144,34.799,19.062,4.643,0,8.05,22.836,75.557,23.523,29.566,28.203,36.598,59.883,97.308,40.305,21.174,76.235,19.084,8.267,21.436,16.081, 
Santa Cruz del Valle,98.747,24.116,45.251,122.244,66.445,62.275,68.241,27.209,47.397,89.177,85.528,37.756,44.377,16.433,116.604,98.429,106.84,38.817,66.455,77.871,61.307,124.259,56.004,29.571,80.496,13.58,44.129,66.929,31.683,35.302,130.256,72.04,6.247,90.681,131.016,38.151,44.722,9.952,21.915,92.918,9.388,128.826,122.567,19.657,27.209,46.774,56.562,90.899,63.539,18.731,96.365,93.03,34.406,34.477,19.058,11.346,36.733,65.274,60.053,9.682,37.096,58.043,52.445,39.359,63.068,22.671,54.622,24.728,88.009,21.528,13.623,20.45,21.122,24.882,114.696,8.691,46.386,50.581,60.804,9.296,31.056,53.459,25.612,62.686,18.607,32.438,99.024,59.332,4.765,74.335,109.644,84.074,15.832,86.286,8.676,11.586,71.426,63.144,14.967,17.242,43.409,22.981,3.093,8.05,0,15.811,76.158,24.123,20.401,25.578,37.198,60.484,97.909,43.786,10.765,76.835,19.684,5.635,22.037,16.681, 
San Sebastin el Grande,98.097,21.431,44.601,105.297,49.498,75.274,51.294,40.208,30.45,79.143,68.628,20.809,57.376,11.084,99.657,81.482,89.893,51.816,49.508,60.924,74.306,123.609,39.057,42.57,63.549,2.048,27.181,48.707,44.682,41.048,129.606,71.39,9.614,73.734,114.069,37.501,44.072,6.678,34.914,102.051,7.321,111.879,105.62,12.604,40.208,59.773,69.561,73.952,76.538,24.242,95.715,76.083,33.756,47.476,13.709,5.884,49.732,74.407,59.403,17.908,50.095,54.461,35.498,52.358,62.418,17.998,37.675,37.727,71.062,34.527,22.576,33.449,38.812,42.573,97.749,11.504,29.439,62.686,60.154,5.972,14.108,52.809,8.01,75.685,8.704,45.437,98.374,72.331,12.25,57.388,92.697,83.424,31.467,85.636,24.311,27.221,54.479,46.197,5.434,2.857,56.408,40.671,19.693,22.836,15.811,0,73.627,36.42,10.547,5.423,49.494,49.28,95.378,41.858,11.378,89.131,31.981,16.959,23.774,20.714, 
Tequila,50.945,93.919,28.867,169.424,82.058,128.027,94.968,82.428,94.577,75.362,71.714,84.936,99.163,87.781,163.784,145.609,154.02,99.206,113.635,93.483,118.688,57.342,103.184,95.292,127.676,75.498,66.088,53.114,86.902,68.372,54.944,58.225,76.545,137.861,146.627,44.854,58.056,76.268,87.635,129.375,70.758,144.438,169.747,66.837,82.428,112.495,122.282,138.079,129.259,96.431,44.687,140.21,40.744,89.696,85.846,78.731,102.454,101.731,46.238,87.603,102.817,118.588,78.13,105.08,49.253,90.486,93.49,90.449,81.687,87.249,88.636,86.17,91.533,93.118,130.308,79.017,93.566,116.302,13.284,75.562,78.236,23.158,72.792,120.067,65.786,87.657,43.832,125.053,75.063,89.947,156.824,56.738,84.189,19.37,77.033,79.943,118.606,110.324,78.281,70.822,109.13,93.392,75.879,75.557,76.158,73.627,0,81.377,84.47,70.001,94.451,44.288,81.713,51.745,78.51,134.088,76.938,68.976,58.733,65.679, 
Coyula,106.324,56.706,52.828,138.414,82.615,58.706,84.411,15.316,63.567,96.754,93.105,53.926,32.484,40.993,132.774,114.599,123.01,26.924,77.634,94.041,49.367,131.837,72.174,34.409,96.666,36.247,60.298,74.506,19.79,30.18,137.834,79.617,30.807,106.851,147.186,45.728,37.514,34.512,25.767,87.797,30.111,144.996,138.737,35.827,15.316,61.012,70.8,107.069,70.66,44.949,103.942,109.2,41.983,22.584,58.116,35.906,50.971,60.152,67.63,36.121,51.334,72.281,68.615,53.597,70.645,55.261,70.792,38.966,103.079,35.766,37.154,25.632,28.826,26.006,130.866,33.279,62.556,64.819,68.382,33.856,47.225,61.036,41.782,50.746,34.776,20.545,106.601,60.319,29.325,90.505,125.814,91.651,23.536,93.864,17.788,27.01,87.596,79.314,37.634,35.249,57.647,24.458,33.557,23.523,24.123,36.42,81.377,0,43.405,39.245,26.766,65.383,102.808,34.376,35.013,66.403,5.769,20.357,26.936,19.388, 
Tlajomulco de Ziga,109.417,11.099,55.921,98.069,42.27,63.059,44.066,53.201,23.222,71.915,61.4,13.581,70.369,6.595,92.429,74.254,82.665,64.809,42.28,53.696,71.408,101.646,31.829,35.123,56.321,8.775,22.303,43.829,47.12,52.368,140.926,61.111,14.204,66.506,106.841,48.821,55.392,12,34.576,111.272,14.051,104.651,98.392,24.376,53.201,47.559,57.346,66.724,64.323,18.407,85.436,68.855,45.076,46.982,3.763,10.587,37.517,83.628,49.124,26.475,37.88,47.233,28.27,40.143,53.482,7.666,30.447,30.28,63.834,35.365,28.428,33.111,38.474,42.235,90.521,16.094,22.211,55.458,71.474,13.352,9.231,64.129,18.902,82.415,21.846,45.393,88.095,60.116,16.84,50.16,85.469,73.145,35.159,96.956,31.041,46.265,47.251,38.969,5.075,13.211,44.194,40.333,23.05,29.566,20.401,10.547,84.47,43.405,0,14.767,55.83,44.482,77.704,52.448,15.664,95.467,38.316,22.882,34.363,35.984, 
San Agustn,94.948,24.469,41.452,99.975,44.176,80.641,45.972,45.575,25.128,73.821,63.306,15.487,62.743,18.331,94.335,76.16,84.571,57.394,44.186,55.602,76.876,101.202,33.735,47.937,58.227,7.961,21.859,43.385,50.049,37.899,126.457,60.667,13.527,68.412,108.747,34.352,40.923,11.82,40.281,96.803,10.661,106.557,100.298,9.907,45.575,61.482,74.928,68.63,81.905,31.777,84.992,70.761,30.607,52.843,16.396,11.797,55.099,69.159,48.68,32.073,55.462,49.139,30.176,57.725,53.038,21.036,32.353,43.094,65.74,39.894,41.281,38.816,44.179,47.94,92.427,15.417,24.117,57.364,57.005,11.114,8.786,49.66,2.728,78.255,6.678,50.804,87.651,77.698,16.163,52.066,87.375,72.701,36.834,82.487,29.678,32.588,49.157,40.875,15.876,4.055,61.775,46.038,25.06,28.203,25.578,5.423,70.001,39.245,14.767,0,52.302,43.829,86.384,38.469,14.924,91.939,34.789,21.604,20.385,22.005, 
Zapotlanejo,119.398,60.41,65.902,151.488,95.689,47.891,97.485,18.228,76.641,109.828,106.179,67,17.197,54.068,150.381,127.673,136.084,7.163,81.338,107.115,38.552,144.911,85.248,38.113,109.74,49.322,73.372,87.58,16.571,54.083,150.908,92.691,43.882,119.925,160.26,58.802,61.934,47.587,29.471,98.635,43.186,158.07,151.811,48.901,18.228,64.716,66.989,120.143,59.845,48.653,117.016,122.274,55.057,11.977,61.82,48.981,54.675,84.055,80.704,39.825,55.038,75.985,81.689,57.301,83.719,58.965,83.866,42.67,116.153,39.47,40.858,29.336,24.966,18.398,143.94,46.354,75.63,68.523,81.456,46.931,60.299,74.11,54.856,33.225,47.85,17.326,119.675,49.504,42.4,103.579,138.888,104.725,27.24,106.938,38.073,30.714,100.67,92.388,50.709,48.323,61.351,21.239,36.919,36.598,37.198,49.494,94.451,26.766,55.83,52.302,0,78.588,116.013,54.983,48.218,46.194,21.841,33.562,40.141,32.592, 
Tala,69.235,54.184,20.904,130.398,42.859,112.353,55.769,66.754,41.058,36.163,32.515,36.895,83.489,48.046,124.758,97.836,106.247,83.532,74.609,54.284,103.014,59.562,64.158,79.618,88.65,49.291,23.238,11.584,71.228,52.698,111.806,19.027,60.871,98.835,107.428,29.18,42.382,52.676,71.961,113.701,55.084,105.239,130.721,51.163,66.754,96.821,106.608,99.053,113.585,61.492,43.352,92.437,25.071,74.022,46.111,51.15,86.78,86.057,7.04,71.929,87.143,79.562,35.28,89.406,10.19,50.751,42.429,74.775,42.488,71.575,72.962,70.496,75.859,77.444,91.109,63.343,42.155,87.787,31.292,53.218,35.876,23.947,46.384,104.393,50.112,71.983,46.011,109.379,59.389,50.748,117.798,31.061,68.515,67.836,61.359,64.269,70.833,71.298,45.591,47.245,93.456,77.718,60.205,59.883,60.484,49.28,44.288,65.383,44.482,43.829,78.588,0,42.464,36.816,63.58,119.158,62.008,54.046,43.804,50.749, 
Ameca,106.66,87.406,58.329,150.716,43.359,149.778,56.27,104.179,62.654,17.973,32.302,74.796,120.914,81.268,145.076,119.433,89.686,120.957,94.927,30.656,140.439,58.64,84.476,117.043,108.968,82.513,56.46,34.438,108.653,90.123,149.231,52.03,98.296,118.165,82.909,66.605,79.807,85.898,109.386,151.126,92.509,59.503,151.039,88.588,104.179,112.223,144.033,118.383,151.01,94.714,42.429,75.876,62.496,111.447,79.333,84.372,124.205,123.482,40.043,109.354,124.568,99.88,61.843,126.831,47.615,83.973,54.792,112.2,18.491,109,110.387,107.921,113.284,114.869,66.59,100.768,63.751,108.105,68.717,97.313,79.453,61.372,88.939,141.818,87.537,109.408,45.088,146.804,96.814,36.523,138.116,32.944,105.94,105.261,98.784,101.694,92.43,91.616,78.813,92.573,130.881,115.143,97.63,97.308,97.909,95.378,81.713,102.808,77.704,86.384,116.013,42.464,0,73.358,100.122,155.7,98.55,90.588,80.346,87.291, 
Tesistn (San Francisco Tesistn),76.693,62.15,23.197,137.655,73.818,88.748,83.652,45.358,62.808,67.123,63.474,53.167,62.526,56.012,132.015,113.84,122.251,56.966,81.866,85.243,79.409,102.205,71.415,60.04,95.907,43.729,57.849,44.875,49.832,17.611,108.202,49.986,44.776,106.092,138.387,7.605,6.598,44.499,55.81,82.777,38.989,136.198,137.978,35.068,45.358,77.243,87.03,106.31,94.007,61.179,74.311,108.441,12.352,52.626,54.077,46.962,67.202,55.133,37.999,52.351,67.565,86.819,67.856,69.828,41.014,58.717,70.033,55.197,73.448,51.997,53.384,50.918,58.869,56.048,122.068,47.248,61.797,81.05,38.75,43.793,46.467,31.405,41.023,80.788,34.017,50.587,76.97,89.801,43.294,81.707,125.055,62.02,53.579,64.232,41.781,44.691,86.837,78.555,46.512,39.053,73.878,54.5,40.627,40.305,43.786,41.858,51.745,34.376,52.448,38.469,54.983,36.816,73.358,0,46.136,98.275,37.124,33.163,19.654,22.554, 
Hacienda Santa Fe,103.457,15.007,49.961,114.094,58.295,60.838,60.091,33.606,39.247,93.887,77.425,29.606,50.774,12.459,108.454,90.279,98.69,45.214,58.305,69.721,72.644,128.969,47.854,28.134,72.346,9.606,35.27,56.796,38.08,46.408,134.966,76.75,4.569,82.531,122.866,42.861,49.432,5.978,17.81,107.411,10.388,120.676,114.417,24.367,33.606,45.337,55.125,82.749,62.102,13.706,101.075,84.88,39.116,40.874,15.084,7.372,35.296,79.767,64.763,10.998,35.659,56.606,44.295,37.922,67.778,13.562,46.472,23.291,79.859,20.091,14.256,16.345,21.708,25.469,106.546,2.573,38.236,49.144,65.514,5.322,22.198,58.169,16.851,74.023,16.826,28.627,103.734,57.895,7.204,66.185,101.494,88.784,18.393,90.996,18.998,26.67,63.276,54.994,10.993,11.698,41.972,23.567,13.414,21.174,10.765,11.378,78.51,35.013,15.664,14.924,48.218,63.58,100.122,46.136,0,87.502,30.351,14.917,32.704,27.348, 
Tepatitln de Morelos,159.035,108.866,105.539,191.125,135.326,87.527,137.122,62.203,116.278,149.465,145.816,106.637,61.172,93.705,190.017,167.31,175.721,51.138,129.795,146.752,78.188,184.548,124.885,82.087,149.377,88.959,113.009,127.217,60.545,93.72,190.545,132.328,83.519,159.562,199.897,98.439,101.571,87.224,73.445,56.458,82.823,197.707,191.448,88.538,62.203,113.173,106.625,159.78,99.481,97.109,156.653,161.911,94.694,55.952,96.33,88.618,103.131,123.692,120.341,88.281,103.494,124.442,121.326,105.757,123.356,107.421,123.503,91.126,155.79,87.926,89.314,73.31,68.94,62.373,183.577,85.991,115.267,116.98,121.093,86.568,99.936,113.747,94.493,23.449,87.487,61.3,159.312,89.14,82.037,143.216,178.525,144.362,71.214,146.575,77.71,74.688,140.307,132.025,90.346,87.96,109.808,65.213,76.556,76.235,76.835,89.131,134.088,66.403,95.467,91.939,46.194,119.158,155.7,98.275,87.502,0,61.838,73.559,80.138,72.589, 
Tonal,101.885,51.715,48.389,133.975,78.176,55.606,79.972,10.008,59.128,92.315,88.666,49.487,26.743,36.554,128.335,110.16,118.571,26.785,72.644,89.602,46.267,127.398,67.735,33.331,92.227,31.808,55.859,70.067,14.482,33.086,133.395,75.178,26.368,102.412,142.747,41.289,40.42,30.073,24.689,90.703,25.672,140.557,134.298,31.388,10.008,56.022,65.809,102.63,67.56,39.958,99.503,104.761,37.544,17.276,39.179,31.467,45.98,63.058,63.191,31.13,46.343,67.291,64.176,48.606,66.206,50.27,66.353,33.975,98.64,30.775,32.163,24.554,27.748,20.698,126.427,28.84,58.117,59.829,63.943,29.417,42.786,56.597,37.343,47.646,30.337,15.237,102.162,57.219,24.886,86.066,121.375,87.212,22.458,89.425,13.349,25.932,83.157,74.875,33.195,30.81,52.657,19.15,19.405,19.084,19.684,31.981,76.938,5.769,38.316,34.789,21.841,62.008,98.55,37.124,30.351,61.838,0,15.886,22.465,12.287, 
Tlaquepaque,93.923,28.831,40.427,120.79,64.991,60.705,66.787,25.639,45.943,84.353,80.704,36.302,42.807,21.12,115.15,96.975,105.386,38.506,61.826,76.417,57.988,119.436,54.55,28.001,79.042,16.374,42.675,62.105,30.113,31.984,125.433,67.216,10.934,89.227,129.562,33.327,36.459,14.639,20.345,89.6,10.238,127.372,121.113,18.203,25.639,45.204,54.992,89.445,61.969,29.14,91.541,91.576,29.582,32.907,23.745,16.033,35.163,61.956,55.229,20.312,35.526,56.473,50.991,37.789,58.244,27.386,53.168,23.158,86.555,19.958,21.345,18.88,24.243,28.004,113.242,13.406,44.932,49.011,55.981,13.983,29.602,48.635,24.158,59.367,17.153,30.868,94.2,57.762,9.452,72.881,108.19,79.25,16.898,81.463,9.742,12.652,69.972,61.69,17.761,15.788,41.839,26.102,5.117,8.267,5.635,16.959,68.976,20.357,22.882,21.604,33.562,54.046,90.588,33.163,14.917,73.559,15.886,0,16.074,9.461, 
Zapopan,83.681,44.065,30.185,119.571,63.772,73.906,65.568,28.307,44.724,74.111,70.462,35.083,45.042,37.927,113.931,95.756,104.167,45.085,63.782,75.198,64.567,109.193,53.331,41.171,77.823,23.967,41.455,51.863,32.781,22.39,115.19,56.974,28.721,88.008,128.343,23.085,22.95,23.739,33.514,80.006,18.229,126.153,119.894,16.984,28.307,58.374,68.161,88.226,75.138,42.31,81.299,90.357,19.34,35.575,35.992,26.202,48.333,52.362,44.987,33.482,48.696,68.735,49.772,50.959,48.002,40.632,51.949,36.328,80.436,33.128,34.515,32.049,37.412,38.997,112.023,31.193,43.713,62.181,45.738,23.033,28.382,38.393,22.939,65.946,15.933,33.536,83.958,70.932,27.239,71.662,106.971,69.008,30.068,71.22,22.912,25.822,68.753,60.471,35.472,20.969,55.009,39.271,21.758,21.436,22.037,23.774,58.733,26.936,34.363,20.385,40.141,43.804,80.346,19.654,32.704,80.138,22.465,16.074,0,9.142, 
Guadalajara,90.626,48.712,37.13,121.191,65.392,66.357,67.188,19.697,46.344,81.056,77.407,36.704,36.864,28.234,115.551,97.376,105.787,37.536,65.402,76.818,57.018,116.139,54.951,35.815,79.443,21.671,43.076,58.808,24.171,20.974,122.136,63.919,23.365,89.628,129.963,30.03,25.85,20.571,28.159,78.59,15.061,127.773,121.514,18.605,19.697,53.019,62.806,89.846,69.783,36.955,88.244,91.977,26.285,26.964,30.859,23.034,42.977,50.946,51.932,28.127,43.34,64.288,51.392,45.603,54.947,47.267,53.569,30.972,86.956,27.772,29.16,26.694,32.057,30.387,113.643,25.837,45.333,56.826,52.684,19.865,30.003,45.338,24.559,58.397,17.554,24.926,90.903,65.576,21.883,73.282,108.591,75.953,24.712,78.166,17.556,20.466,70.373,62.091,22.584,19.543,49.654,33.916,16.402,16.081,16.681,20.714,65.679,19.388,35.984,22.005,32.592,50.749,87.291,22.554,27.348,72.589,12.287,9.461,9.142,0, 
